year,month,day_endofweek,countyfips,initclaims_count_regular,initclaims_rate_regular
2020,2,15,19107,5,0.0942
2020,2,15,19109,11,0.129
2020,2,15,19111,30,0.183
2020,2,15,19113,179,0.144
2020,2,15,19115,11,0.179
2020,2,15,19117,5,0.106
2020,2,15,19119,1,0.014
2020,2,15,19121,19,0.218
2020,2,15,19123,7,0.0582
2020,2,15,19125,16,0.086
2020,2,15,19127,19,0.104
2020,2,15,19129,4,0.0533
2020,2,15,19131,11,0.158
2020,2,15,19133,2,0.0444
2020,2,15,19135,4,0.098
2020,2,15,19137,2,0.0394
2020,2,15,19139,32,0.144
2020,2,15,19141,5,0.0598
2020,2,15,19143,1,0.0279
2020,2,15,19145,6,0.0926
2020,2,15,19147,9,0.185
2020,2,15,19149,26,0.173
2020,2,15,19151,1,0.0218
2020,2,15,19153,371,0.136
2020,2,15,19155,27,0.0548
2020,2,15,19157,8,0.0759
2020,2,15,19159,4,0.159
2020,2,15,19161,2,0.0373
2020,2,15,19163,101,0.111
2020,2,15,19165,16,0.235
2020,2,15,19167,11,0.0515
2020,2,15,19169,26,0.0439
2020,2,15,19171,13,0.135
2020,2,15,19173,1,0.0308
2020,2,15,19175,6,0.0941
2020,2,15,19177,4,0.108
2020,2,15,19179,19,0.105
2020,2,15,19181,40,0.139
2020,2,15,19183,9,0.0737
2020,2,15,19185,1,0.0351
2020,2,15,19187,27,0.137
2020,2,15,19189,40,0.77
2020,2,15,19191,10,0.0825
2020,2,15,19193,54,0.0956
2020,2,15,19195,4,0.0937
2020,2,15,19197,9,0.128
2020,2,15,21001,12.3,0.173
2020,2,15,21003,9.93,0.11
2020,2,15,21005,14.8,0.122
2020,2,15,21007,7.25,0.206
2020,2,15,21009,36.8,0.195
2020,2,15,21011,11.3,0.243
2020,2,15,21013,15.6,0.184
2020,2,15,21015,49.1,0.0688
2020,2,15,21017,9.13,0.093
2020,2,15,21019,21.2,0.119
2020,2,15,21021,16.1,0.128
2020,2,15,21023,4.83,0.126
2020,2,15,21025,9.93,0.284
2020,2,15,21027,19.1,0.24
2020,2,15,21029,52.3,0.122
2020,2,15,21031,8.59,0.167
2020,2,15,21033,19.1,0.348
2020,2,15,21035,29.5,0.157
2020,2,15,21037,31.9,0.0625
2020,2,15,21039,2.15,0.0961
2020,2,15,21041,9.93,0.186
2020,2,15,21043,24.4,0.25
2020,2,15,21045,8.59,0.128
2020,2,15,21047,47,0.187
2020,2,15,21049,29.3,0.17
2020,2,15,21051,10.7,0.207
2020,2,15,21053,5.91,0.147
2020,2,15,21055,7.78,0.204
2020,2,15,21057,13.2,0.413
2020,2,15,21059,60.4,0.127
2020,2,15,21061,10.7,0.222
2020,2,15,21063,5.64,0.276
2020,2,15,21065,9.39,0.174
2020,2,15,21067,133,0.0756
2020,2,15,21069,11.5,0.186
2020,2,15,21071,24.4,0.221
2020,2,15,21073,27.6,0.109
2020,2,15,21075,2.15,0.104
2020,2,15,21077,5.37,0.131
2020,2,15,21079,11.8,0.153
2020,2,15,21081,12.6,0.107
2020,2,15,21083,22.8,0.144
2020,2,15,21085,30.3,0.275
2020,2,15,21087,8.32,0.162
2020,2,15,21089,21.7,0.162
2020,2,15,21091,2.95,0.0739
2020,2,15,21093,76,0.154
2020,2,15,21095,17.2,0.256
2020,2,15,21097,9.13,0.103
2020,2,15,21099,12.9,0.162
2020,2,15,21101,22.8,0.103
2020,2,15,21103,7.52,0.0908
2020,2,15,21105,2.15,0.121
2020,2,15,21107,48.9,0.263
2020,2,15,21109,9.39,0.227
2020,2,15,21111,507,0.126
2020,2,15,21113,26,0.0976
2020,2,15,21115,15.6,0.23
2020,2,15,21117,59.1,0.0669
2020,2,15,21119,7.25,0.161
2020,2,15,21121,17.4,0.175
2020,2,15,21123,8.59,0.143
2020,2,15,21125,41.6,0.168
2020,2,15,21127,12.9,0.248
2020,2,15,21129,3.49,0.169
2020,2,15,21131,3.49,0.129
2020,2,15,21133,11.8,0.186
2020,2,15,21135,11.5,0.248
2020,2,15,21137,19.9,0.212
2020,2,15,21139,7.52,0.205
2020,2,15,21141,8.05,0.0638
2020,2,15,21143,5.91,0.189
2020,2,15,21145,51,0.174
2020,2,15,21147,7.78,0.166
2020,2,15,21149,7.25,0.171
2020,2,15,21151,61.7,0.13
2020,2,15,21153,30.6,0.976
2020,2,15,21155,13.2,0.135
2020,2,15,21157,32.5,0.215
2020,2,15,21159,11,0.397
2020,2,15,21161,13.2,0.184
2020,2,15,21163,18,0.146
2020,2,15,21165,8.05,0.346
2020,2,15,21167,14.2,0.141
2020,2,15,21169,13.2,0.32
2020,2,15,21171,26.8,0.571
2020,2,15,21173,22.8,0.195
2020,2,15,21175,16.9,0.369
2020,2,15,21177,31.4,0.298
2020,2,15,21179,41.9,0.18
2020,2,15,21181,3.76,0.114
2020,2,15,21183,21.2,0.216
2020,2,15,21185,15.3,0.0457
2020,2,15,21187,6.71,0.131
2020,2,15,21189,3.49,0.307
2020,2,15,21191,9.66,0.138
2020,2,15,21193,16.9,0.204
2020,2,15,21195,33.3,0.167
2020,2,15,21197,11.5,0.229
2020,2,15,21199,59.1,0.221
2020,2,15,21201,1.88,0.229
2020,2,15,21203,18.8,0.28
2020,2,15,21205,17.7,0.169
2020,2,15,21207,11.3,0.18
2020,2,15,21209,26.3,0.0898
2020,2,15,21211,21.5,0.0837
2020,2,15,21213,8.05,0.09
2020,2,15,21215,9.39,0.0915
2020,2,15,21217,14.2,0.112
2020,2,15,21219,2.95,0.0542
2020,2,15,21221,16.6,0.276
2020,2,15,21223,3.76,0.0963
2020,2,15,21225,8.05,0.131
2020,2,15,21227,93.1,0.142
2020,2,15,21229,8.32,0.133
2020,2,15,21231,11.3,0.151
2020,2,15,21233,9.93,0.172
2020,2,15,21235,12.3,0.0899
2020,2,15,21237,6.44,0.327
2020,2,15,21239,8.86,0.0593
2020,2,15,29001,8,0.0773
2020,2,15,29003,5,0.0512
2020,2,15,29005,1,0.037
2020,2,15,29007,11,0.103
2020,2,15,29009,4,0.0257
2020,2,15,29011,4,0.0769
2020,2,15,29013,5,0.0632
2020,2,15,29015,9,0.125
2020,2,15,29017,8,0.146
2020,2,15,29019,53,0.0539
2020,2,15,29021,24,0.0537
2020,2,15,29023,24,0.133
2020,2,15,29025,3,0.0687
2020,2,15,29027,18,0.0842
2020,2,15,29029,25,0.133
2020,2,15,29031,30,0.0734
2020,2,15,29033,1,0.0208
2020,2,15,29035,7,0.275
2020,2,15,29037,33,0.0601
2020,2,15,29039,6,0.104
2020,2,15,29041,2,0.0537
2020,2,15,29043,52,0.116
2020,2,15,29045,0,0
2020,2,15,29047,80,0.0586
2020,2,15,29049,4,0.0373
2020,2,15,29051,28,0.0717
2020,2,15,29053,9,0.12
2020,2,15,29055,17,0.155
2020,2,15,29057,1,0.0282
2020,2,15,29059,7,0.0989
2020,2,15,29061,5,0.122
2020,2,15,29063,4,0.0827
2020,2,15,29065,1,0.016
2020,2,15,29067,3,0.0587
2020,2,15,29069,20,0.172
2020,2,15,29071,74,0.139
2020,2,15,29073,8,0.103
2020,2,15,29075,1,0.0283
2020,2,15,29077,122,0.0805
2020,2,15,29079,2,0.0455
2020,2,15,29081,1,0.0262
2020,2,15,29083,14,0.144
2020,2,15,29085,1,0.026
2020,2,15,29087,0,0
2020,2,15,29089,6,0.122
2020,2,15,29091,8,0.0484
2020,2,15,29093,8,0.226
2020,2,15,29095,281,0.0773
2020,2,15,29097,33,0.0576
2020,2,15,29099,161,0.136
2020,2,15,29101,16,0.0692
2020,2,15,29103,1,0.0564
2020,2,15,29105,21,0.121
2020,2,15,29107,12,0.0712
2020,2,15,29109,20,0.111
2020,2,15,29111,0,0
2020,2,15,29113,51,0.179
2020,2,15,29115,13,0.254
2020,2,15,29117,2,0.0272
2020,2,15,29119,3,0.0281
2020,2,15,29121,6,0.0796
2020,2,15,29123,8,0.146
2020,2,15,29125,5,0.129
2020,2,15,29127,10,0.0687
2020,2,15,29129,2,0.107
2020,2,15,29131,20,0.162
2020,2,15,29133,6,0.104
2020,2,15,29135,8,0.109
2020,2,15,29137,4,0.103
2020,2,15,29139,5,0.0871
2020,2,15,29141,14,0.172
2020,2,15,29143,5,0.0607
2020,2,15,29145,15,0.0548
2020,2,15,29147,7,0.0649
2020,2,15,29149,4,0.1
2020,2,15,29151,5,0.0704
2020,2,15,29153,5,0.147
2020,2,15,29155,6,0.0943
2020,2,15,29157,11,0.109
2020,2,15,29159,22,0.105
2020,2,15,29161,17,0.0857
2020,2,15,29163,6,0.0801
2020,2,15,29165,33,0.0561
2020,2,15,29167,11,0.0754
2020,2,15,29169,11,0.0749
2020,2,15,29171,2,0.0873
2020,2,15,29173,7,0.124
2020,2,15,29175,16,0.154
2020,2,15,29177,10,0.0906
2020,2,15,29179,3,0.0986
2020,2,15,29181,6,0.119
2020,2,15,29183,153,0.0674
2020,2,15,29185,3,0.08
2020,2,15,29186,11,0.12
2020,2,15,29187,46,0.173
2020,2,15,29189,422,0.0792
2020,2,15,29195,3,0.0283
2020,2,15,29197,2,0.103
2020,2,15,29199,0,0
2020,2,15,29201,27,0.135
2020,2,15,29203,3,0.0929
2020,2,15,29205,1,0.0327
2020,2,15,29207,18,0.137
2020,2,15,29209,40,0.288
2020,2,15,29211,8,0.298
2020,2,15,29213,120,0.442
2020,2,15,29215,13,0.144
2020,2,15,29217,5,0.0528
2020,2,15,29219,26,0.145
2020,2,15,29221,19,0.186
2020,2,15,29223,9,0.17
2020,2,15,29225,15,0.0867
2020,2,15,29227,0,0
2020,2,15,29229,21,0.28
2020,2,15,29510,184,0.12
2020,2,15,32001,14,0.127
2020,2,15,32003,2297,0.203
2020,2,15,32005,23,0.0991
2020,2,15,32007,38,0.139
2020,2,15,32009,0,0
2020,2,15,32011,0,0
2020,2,15,32013,10,0.121
2020,2,15,32015,1,0.0311
2020,2,15,32017,0,0
2020,2,15,32019,62,0.265
2020,2,15,32021,2,0.0985
2020,2,15,32023,31,0.179
2020,2,15,32027,0,0
2020,2,15,32029,2,0.0981
2020,2,15,32031,290,0.113
2020,2,15,32033,5,0.108
2020,2,15,32510,37,0.141
2020,2,15,36001,403,0.256
2020,2,15,36003,95.9,0.494
2020,2,15,36005,2917,0.488
2020,2,15,36007,384,0.46
2020,2,15,36009,230,0.68
2020,2,15,36011,173,0.48
2020,2,15,36013,307,0.563
2020,2,15,36015,154,0.438
2020,2,15,36017,134,0.608
2020,2,15,36019,249,0.687
2020,2,15,36021,95.9,0.308
2020,2,15,36023,134,0.588
2020,2,15,36025,95.9,0.502
2020,2,15,36027,384,0.266
2020,2,15,36029,2015,0.457
2020,2,15,36031,95.9,0.565
2020,2,15,36033,115,0.587
2020,2,15,36035,115,0.508
2020,2,15,36037,154,0.516
2020,2,15,36039,95.9,0.473
2020,2,15,36041,19.2,0.867
2020,2,15,36043,192,0.687
2020,2,15,36045,326,0.742
2020,2,15,36047,4087,0.341
2020,2,15,36049,95.9,0.824
2020,2,15,36051,154,0.5
2020,2,15,36053,173,0.527
2020,2,15,36055,1382,0.382
2020,2,15,36057,173,0.774
2020,2,15,36059,1957,0.276
2020,2,15,36061,2475,0.272
2020,2,15,36063,652,0.66
2020,2,15,36065,422,0.417
2020,2,15,36067,787,0.357
2020,2,15,36069,230,0.416
2020,2,15,36071,537,0.29
2020,2,15,36073,95.9,0.546
2020,2,15,36075,365,0.688
2020,2,15,36077,154,0.547
2020,2,15,36079,134,0.262
2020,2,15,36081,3128,0.275
2020,2,15,36083,288,0.355
2020,2,15,36085,710,0.319
2020,2,15,36087,365,0.235
2020,2,15,36089,249,0.576
2020,2,15,36091,345,0.29
2020,2,15,36093,288,0.379
2020,2,15,36095,95.9,0.655
2020,2,15,36097,57.6,0.712
2020,2,15,36099,76.8,0.479
2020,2,15,36101,211,0.496
2020,2,15,36103,3109,0.399
2020,2,15,36105,154,0.419
2020,2,15,36107,115,0.507
2020,2,15,36109,95.9,0.194
2020,2,15,36111,288,0.328
2020,2,15,36113,192,0.613
2020,2,15,36115,134,0.483
2020,2,15,36117,230,0.525
2020,2,15,36119,1362,0.281
2020,2,15,36121,134,0.741
2020,2,15,36123,57.6,0.486
2020,2,15,39001,38,0.355
2020,2,15,39003,74,0.155
2020,2,15,39005,35,0.131
2020,2,15,39007,53,0.119
2020,2,15,39009,34,0.123
2020,2,15,39011,22,0.0881
2020,2,15,39013,56,0.186
2020,2,15,39015,33,0.168
2020,2,15,39017,157,0.0805
2020,2,15,39019,20,0.154
2020,2,15,39021,10,0.0499
2020,2,15,39023,65,0.103
2020,2,15,39025,82,0.0768
2020,2,15,39027,19,0.107
2020,2,15,39029,62,0.131
2020,2,15,39031,21,0.146
2020,2,15,39033,24,0.132
2020,2,15,39035,645,0.105
2020,2,15,39037,21,0.0814
2020,2,15,39039,52,0.288
2020,2,15,39041,53,0.048
2020,2,15,39043,70,0.188
2020,2,15,39045,59,0.0756
2020,2,15,39047,7,0.0505
2020,2,15,39049,456,0.0654
2020,2,15,39051,51,0.227
2020,2,15,39053,23,0.189
2020,2,15,39055,48,0.0974
2020,2,15,39057,51,0.0613
2020,2,15,39059,35,0.188
2020,2,15,39061,330,0.0793
2020,2,15,39063,31,0.0741
2020,2,15,39065,11,0.0796
2020,2,15,39067,8,0.118
2020,2,15,39069,56,0.422
2020,2,15,39071,28,0.164
2020,2,15,39073,15,0.115
2020,2,15,39075,4,0.0192
2020,2,15,39077,65,0.232
2020,2,15,39079,59,0.465
2020,2,15,39081,53,0.191
2020,2,15,39083,28,0.0887
2020,2,15,39085,134,0.106
2020,2,15,39087,19,0.0799
2020,2,15,39089,61,0.0674
2020,2,15,39091,17,0.0743
2020,2,15,39093,255,0.165
2020,2,15,39095,290,0.138
2020,2,15,39097,11,0.0529
2020,2,15,39099,154,0.149
2020,2,15,39101,12,0.0422
2020,2,15,39103,92,0.094
2020,2,15,39105,33,0.364
2020,2,15,39107,8,0.0342
2020,2,15,39109,30,0.0554
2020,2,15,39111,22,0.412
2020,2,15,39113,226,0.0895
2020,2,15,39115,17,0.253
2020,2,15,39117,15,0.0892
2020,2,15,39119,61,0.154
2020,2,15,39121,7,0.149
2020,2,15,39123,24,0.114
2020,2,15,39125,8,0.0927
2020,2,15,39127,22,0.138
2020,2,15,39129,22,0.0831
2020,2,15,39131,40,0.37
2020,2,15,39133,92,0.105
2020,2,15,39135,22,0.104
2020,2,15,39137,20,0.106
2020,2,15,39139,56,0.107
2020,2,15,39141,49,0.139
2020,2,15,39143,45,0.148
2020,2,15,39145,63,0.218
2020,2,15,39147,26,0.0952
2020,2,15,39149,14,0.0579
2020,2,15,39151,239,0.129
2020,2,15,39153,295,0.108
2020,2,15,39155,132,0.152
2020,2,15,39157,53,0.118
2020,2,15,39159,13,0.0449
2020,2,15,39161,12,0.0797
2020,2,15,39163,29,0.522
2020,2,15,39165,66,0.0554
2020,2,15,39167,42,0.153
2020,2,15,39169,38,0.0612
2020,2,15,39171,19,0.1
2020,2,15,39173,69,0.097
2020,2,15,39175,10,0.0771
2020,2,15,42001,95.4,0.172
2020,2,15,42003,1235,0.19
2020,2,15,42005,142,0.439
2020,2,15,42007,248,0.294
2020,2,15,42009,113,0.48
2020,2,15,42011,500,0.231
2020,2,15,42013,155,0.26
2020,2,15,42015,61.9,0.214
2020,2,15,42017,472,0.137
2020,2,15,42019,242,0.242
2020,2,15,42021,191,0.329
2020,2,15,42023,7.73,0.37
2020,2,15,42025,95.4,0.296
2020,2,15,42027,116,0.145
2020,2,15,42029,260,0.0909
2020,2,15,42031,56.7,0.331
2020,2,15,42033,162,0.451
2020,2,15,42035,59.3,0.323
2020,2,15,42037,106,0.315
2020,2,15,42039,108,0.28
2020,2,15,42041,178,0.134
2020,2,15,42043,268,0.185
2020,2,15,42045,420,0.14
2020,2,15,42047,59.3,0.378
2020,2,15,42049,353,0.274
2020,2,15,42051,227,0.396
2020,2,15,42053,5.16,0.284
2020,2,15,42055,193,0.248
2020,2,15,42057,64.5,0.815
2020,2,15,42059,54.1,0.326
2020,2,15,42061,106,0.528
2020,2,15,42063,134,0.342
2020,2,15,42065,79.9,0.388
2020,2,15,42067,38.7,0.307
2020,2,15,42069,271,0.257
2020,2,15,42071,482,0.169
2020,2,15,42073,131,0.322
2020,2,15,42075,183,0.252
2020,2,15,42077,443,0.229
2020,2,15,42079,521,0.33
2020,2,15,42081,209,0.367
2020,2,15,42083,59.3,0.342
2020,2,15,42085,129,0.261
2020,2,15,42087,79.9,0.379
2020,2,15,42089,150,0.18
2020,2,15,42091,552,0.121
2020,2,15,42093,12.9,0.141
2020,2,15,42095,289,0.178
2020,2,15,42097,157,0.364
2020,2,15,42099,51.6,0.21
2020,2,15,42101,1488,0.206
2020,2,15,42103,36.1,0.143
2020,2,15,42105,25.8,0.358
2020,2,15,42107,224,0.337
2020,2,15,42109,61.9,0.307
2020,2,15,42111,121,0.36
2020,2,15,42113,10.3,0.386
2020,2,15,42115,49,0.238
2020,2,15,42117,111,0.579
2020,2,15,42119,49,0.246
2020,2,15,42121,74.8,0.333
2020,2,15,42123,56.7,0.299
2020,2,15,42125,263,0.245
2020,2,15,42127,61.9,0.275
2020,2,15,42129,500,0.276
2020,2,15,42131,46.4,0.341
2020,2,15,42133,467,0.197
2020,2,15,53001,14,0.142
2020,2,15,53003,10,0.0962
2020,2,15,53005,181,0.175
2020,2,15,53007,86,0.191
2020,2,15,53009,60,0.208
2020,2,15,53011,322,0.133
2020,2,15,53013,1,0.0541
2020,2,15,53015,105,0.219
2020,2,15,53017,40,0.182
2020,2,15,53019,5,0.2
2020,2,15,53021,88,0.204
2020,2,15,53023,1,0.109
2020,2,15,53025,98,0.209
2020,2,15,53027,93,0.321
2020,2,15,53029,48,0.133
2020,2,15,53031,17,0.131
2020,2,15,53033,1490,0.115
2020,2,15,53035,161,0.125
2020,2,15,53037,35,0.151
2020,2,15,53039,11,0.107
2020,2,15,53041,100,0.286
2020,2,15,53043,7,0.139
2020,2,15,53045,64,0.253
2020,2,15,53047,58,0.285
2020,2,15,53049,27,0.314
2020,2,15,53051,18,0.355
2020,2,15,53053,965,0.218
2020,2,15,53055,3,0.0346
2020,2,15,53057,161,0.255
2020,2,15,53059,11,0.198
2020,2,15,53061,757,0.172
2020,2,15,53063,491,0.193
2020,2,15,53065,45,0.236
2020,2,15,53067,257,0.18
2020,2,15,53069,2,0.145
2020,2,15,53071,32,0.106
2020,2,15,53073,241,0.209
2020,2,15,53075,11,0.0458
2020,2,15,53077,337,0.254
2020,2,15,55001,15,0.184
2020,2,15,55003,23,0.291
2020,2,15,55005,38,0.156
2020,2,15,55007,20,0.263
2020,2,15,55009,209,0.147
2020,2,15,55011,16,0.247
2020,2,15,55013,15,0.21
2020,2,15,55015,44,0.16
2020,2,15,55017,94,0.283
2020,2,15,55019,49,0.276
2020,2,15,55021,99,0.313
2020,2,15,55023,26,0.341
2020,2,15,55025,267,0.083
2020,2,15,55027,115,0.242
2020,2,15,55029,41,0.268
2020,2,15,55031,20,0.0868
2020,2,15,55033,49,0.203
2020,2,15,55035,97,0.165
2020,2,15,55037,8,0.36
2020,2,15,55039,112,0.195
2020,2,15,55041,15,0.374
2020,2,15,55043,52,0.187
2020,2,15,55045,40,0.19
2020,2,15,55047,22,0.233
2020,2,15,55049,25,0.182
2020,2,15,55051,6,0.236
2020,2,15,55053,26,0.253
2020,2,15,55055,106,0.231
2020,2,15,55057,41,0.305
2020,2,15,55059,116,0.13
2020,2,15,55061,22,0.199
2020,2,15,55063,68,0.103
2020,2,15,55065,14,0.139
2020,2,15,55067,13,0.139
2020,2,15,55069,46,0.305
2020,2,15,55071,115,0.281
2020,2,15,55073,159,0.216
2020,2,15,55075,48,0.247
2020,2,15,55077,25,0.324
2020,2,15,55078,5,0.307
2020,2,15,55079,810,0.173
2020,2,15,55081,41,0.175
2020,2,15,55083,54,0.262
2020,2,15,55085,57,0.319
2020,2,15,55087,173,0.168
2020,2,15,55089,56,0.114
2020,2,15,55091,11,0.265
2020,2,15,55093,23,0.0907
2020,2,15,55095,38,0.155
2020,2,15,55097,92,0.238
2020,2,15,55099,38,0.585
2020,2,15,55101,208,0.211
2020,2,15,55103,18,0.195
2020,2,15,55105,155,0.182
2020,2,15,55107,78,1.16
2020,2,15,55109,41,0.0813
2020,2,15,55111,65,0.183
2020,2,15,55113,27,0.339
2020,2,15,55115,44,0.209
2020,2,15,55117,81,0.13
2020,2,15,55119,105,0.957
2020,2,15,55121,25,0.157
2020,2,15,55123,26,0.17
2020,2,15,55125,39,0.384
2020,2,15,55127,79,0.137
2020,2,15,55129,13,0.165
2020,2,15,55131,108,0.14
2020,2,15,55133,244,0.109
2020,2,15,55135,51,0.197
2020,2,15,55137,31,0.271
2020,2,15,55139,105,0.115
2020,2,15,55141,91,0.259
2020,2,15,56001,18,0.089
2020,2,15,56003,12,0.226
2020,2,15,56005,37,0.159
2020,2,15,56007,10,0.125
2020,2,15,56009,14,0.161
2020,2,15,56011,0,0
2020,2,15,56013,46,0.247
2020,2,15,56017,0,0
2020,2,15,56019,6,0.143
2020,2,15,56021,94,0.194
2020,2,15,56023,10,0.113
2020,2,15,56025,97,0.247
2020,2,15,56029,25,0.162
2020,2,15,56031,5,0.107
2020,2,15,56033,31,0.198
2020,2,15,56035,13,0.315
2020,2,15,56037,56,0.263
2020,2,15,56039,12,0.077
2020,2,15,56041,16,0.177
2020,2,15,56043,10,0.254
2020,2,15,56045,6,0.157
2020,2,22,4001,16,0.0781
2020,2,22,4003,23,0.0455
2020,2,22,4005,28,0.0361
2020,2,22,4007,16,0.0738
2020,2,22,4009,15,0.0977
2020,2,22,4011,1,0.0221
2020,2,22,4012,8,0.0857
2020,2,22,4013,1074,0.0465
2020,2,22,4015,52,0.0592
2020,2,22,4017,33,0.0805
2020,2,22,4019,226,0.0453
2020,2,22,4021,108,0.0576
2020,2,22,4023,10,0.0509
2020,2,22,4025,50,0.0468
2020,2,22,4027,58,0.0581
2020,2,22,6001,1118,0.132
2020,2,22,6003,0,0
2020,2,22,6005,34.4,0.231
2020,2,22,6007,245,0.247
2020,2,22,6009,53.6,0.25
2020,2,22,6011,73,0.664
2020,2,22,6013,787,0.14
2020,2,22,6015,31.4,0.324
2020,2,22,6017,140,0.152
2020,2,22,6019,1718,0.381
2020,2,22,6021,46.2,0.356
2020,2,22,6023,137,0.219
2020,2,22,6025,405,0.568
2020,2,22,6027,14.6,0.167
2020,2,22,6029,1589,0.406
2020,2,22,6031,259,0.449
2020,2,22,6033,75.4,0.259
2020,2,22,6035,20.5,0.208
2020,2,22,6037,9431,0.184
2020,2,22,6039,227,0.366
2020,2,22,6041,134,0.0956
2020,2,22,6043,17.2,0.226
2020,2,22,6045,87.2,0.224
2020,2,22,6047,540,0.464
2020,2,22,6049,8.5,0.268
2020,2,22,6051,10.7,0.126
2020,2,22,6053,501,0.225
2020,2,22,6055,105,0.142
2020,2,22,6057,74.8,0.154
2020,2,22,6059,1735,0.107
2020,2,22,6061,242,0.129
2020,2,22,6063,27.9,0.353
2020,2,22,6065,2267,0.205
2020,2,22,6067,1358,0.191
2020,2,22,6069,100,0.32
2020,2,22,6071,2088,0.216
2020,2,22,6073,2255,0.142
2020,2,22,6075,720,0.123
2020,2,22,6077,982,0.3
2020,2,22,6079,160,0.114
2020,2,22,6081,382,0.083
2020,2,22,6083,320,0.147
2020,2,22,6085,1070,0.102
2020,2,22,6087,294,0.206
2020,2,22,6089,242,0.326
2020,2,22,6091,4.14,0.312
2020,2,22,6093,56.9,0.33
2020,2,22,6095,439,0.209
2020,2,22,6097,349,0.134
2020,2,22,6099,852,0.35
2020,2,22,6101,219,0.477
2020,2,22,6103,78.7,0.307
2020,2,22,6105,15,0.32
2020,2,22,6107,879,0.431
2020,2,22,6109,56.7,0.266
2020,2,22,6111,722,0.171
2020,2,22,6113,196,0.18
2020,2,22,6115,114,0.38
2020,2,22,11001,422,0.103
2020,2,22,13001,15,0.162
2020,2,22,13003,10.5,0.225
2020,2,22,13005,4.04,0.0813
2020,2,22,13007,1.12,0.0964
2020,2,22,13009,13.9,0.0799
2020,2,22,13011,7.18,0.0747
2020,2,22,13013,29.8,0.0739
2020,2,22,13015,65.5,0.13
2020,2,22,13017,7.18,0.134
2020,2,22,13019,5.83,0.078
2020,2,22,13021,84.8,0.125
2020,2,22,13023,8.08,0.178
2020,2,22,13025,3.59,0.0495
2020,2,22,13027,8.3,0.12
2020,2,22,13029,16.8,0.092
2020,2,22,13031,50,0.137
2020,2,22,13033,25.6,0.279
2020,2,22,13035,12.1,0.113
2020,2,22,13037,4.49,0.201
2020,2,22,13039,8.97,0.043
2020,2,22,13043,4.49,0.0809
2020,2,22,13045,68,0.123
2020,2,22,13047,14.6,0.0435
2020,2,22,13049,1.79,0.0375
2020,2,22,13051,116,0.0827
2020,2,22,13053,2.02,0.101
2020,2,22,13055,8.3,0.0805
2020,2,22,13057,72.2,0.0532
2020,2,22,13059,44.6,0.0755
2020,2,22,13061,2.47,0.28
2020,2,22,13063,202,0.147
2020,2,22,13065,0,0
2020,2,22,13067,275,0.0648
2020,2,22,13069,44.9,0.238
2020,2,22,13071,22.4,0.105
2020,2,22,13073,38.8,0.0517
2020,2,22,13075,7.18,0.0899
2020,2,22,13077,48.7,0.0653
2020,2,22,13079,5.83,0.104
2020,2,22,13081,35,0.371
2020,2,22,13083,1.35,0.0164
2020,2,22,13085,8.75,0.071
2020,2,22,13087,9.65,0.0836
2020,2,22,13089,356,0.0892
2020,2,22,13091,6.06,0.0855
2020,2,22,13093,17,0.336
2020,2,22,13095,59.7,0.156
2020,2,22,13097,68.4,0.0935
2020,2,22,13099,3.36,0.077
2020,2,22,13101,0.224,0.0118
2020,2,22,13103,18.4,0.0596
2020,2,22,13105,11.4,0.149
2020,2,22,13107,18.4,0.222
2020,2,22,13109,5.16,0.106
2020,2,22,13111,12.1,0.105
2020,2,22,13113,28.3,0.0487
2020,2,22,13115,84.8,0.192
2020,2,22,13117,50.9,0.0417
2020,2,22,13119,7.85,0.079
2020,2,22,13121,497,0.0892
2020,2,22,13123,14.4,0.121
2020,2,22,13125,1.79,0.141
2020,2,22,13127,24.7,0.0627
2020,2,22,13129,52.9,0.189
2020,2,22,13131,4.04,0.0386
2020,2,22,13133,9.2,0.131
2020,2,22,13135,325,0.0663
2020,2,22,13137,37.7,0.198
2020,2,22,13139,61.7,0.0604
2020,2,22,13141,2.69,0.11
2020,2,22,13143,11.4,0.0911
2020,2,22,13145,19.5,0.117
2020,2,22,13147,22,0.195
2020,2,22,13149,10.5,0.201
2020,2,22,13151,111,0.0961
2020,2,22,13153,59.4,0.0845
2020,2,22,13155,4.26,0.128
2020,2,22,13157,25.3,0.0694
2020,2,22,13159,7.85,0.113
2020,2,22,13161,7.4,0.122
2020,2,22,13163,11.7,0.178
2020,2,22,13165,7.4,0.236
2020,2,22,13167,5.38,0.133
2020,2,22,13169,10.3,0.0753
2020,2,22,13171,20,0.243
2020,2,22,13173,2.24,0.0599
2020,2,22,13175,29.4,0.154
2020,2,22,13177,12.3,0.0838
2020,2,22,13179,21.5,0.0825
2020,2,22,13181,3.59,0.101
2020,2,22,13183,6.95,0.0855
2020,2,22,13185,48.5,0.0947
2020,2,22,13187,8.97,0.0537
2020,2,22,13189,22.7,0.256
2020,2,22,13191,6.28,0.102
2020,2,22,13193,14.1,0.301
2020,2,22,13195,16.6,0.125
2020,2,22,13197,4.04,0.122
2020,2,22,13199,18.2,0.204
2020,2,22,13201,1.57,0.0571
2020,2,22,13205,9.2,0.109
2020,2,22,13207,14.6,0.112
2020,2,22,13209,6.51,0.171
2020,2,22,13211,6.06,0.0656
2020,2,22,13213,52.3,0.337
2020,2,22,13215,84.8,0.109
2020,2,22,13217,70.2,0.135
