FIPS,"Hospitalization Rate per 100,000",Unemployment Initial Claims,"Hospitals per 100,000"
20137,NaN,None,18.4
20139,NaN,None,0
20141,NaN,None,28.8
20143,NaN,None,17.2
20145,NaN,None,30.5
20147,NaN,None,18.8
20149,NaN,None,12.4
20151,NaN,None,10.7
20153,NaN,None,39.9
20155,NaN,None,3.2
20157,NaN,None,21.4
20159,NaN,None,10.5
20161,NaN,None,2.7
20163,NaN,None,19.9
20165,NaN,None,32.3
20167,NaN,None,14.5
20169,NaN,None,3.7
20171,NaN,None,40.8
20173,NaN,None,2.7
20175,NaN,None,4.6
20177,NaN,None,2.8
20179,NaN,None,39.5
20181,NaN,None,17
20183,NaN,None,27.8
20185,NaN,None,23.9
20187,NaN,None,50.3
20189,NaN,None,18
20191,NaN,None,8.7
20193,NaN,None,13
20195,NaN,None,35.8
20197,NaN,None,0
20199,NaN,None,0
20201,NaN,None,36.9
20203,NaN,None,47.5
20205,NaN,None,23.1
20207,NaN,None,0
20209,NaN,None,2.4
21001,NaN,70.9733,5.2
21003,NaN,69.8899,4.7
21005,NaN,71.4968,0
21007,NaN,67.9953,0
21009,NaN,75.831,2.3
21011,NaN,86.1647,0
21013,NaN,43.4489,7.5
21015,NaN,46.8827,1.5
21017,NaN,146.4981,5
21019,NaN,52.3285,2.1
21021,NaN,65.464,3.3
21023,NaN,44.7024,0
21025,NaN,65.8088,7.9
21027,NaN,48.8687,4.9
21029,NaN,41.6554,0
21031,NaN,99.1073,0
21033,NaN,57.5655,7.9
21035,NaN,74.4444,2.6
21037,NaN,30.3452,2.1
21039,NaN,49.4859,0
21041,NaN,58.0602,9.3
21043,NaN,108.8434,0
21045,NaN,150.639,6.3
21047,NaN,71.0811,4.2
21049,NaN,56.1357,0
21051,NaN,75.8671,5
21053,NaN,55.0934,9.8
21055,NaN,44.2297,11.2
21057,NaN,95.655,15
21059,NaN,47.4292,3
21061,NaN,81.863,0
21063,NaN,74.1682,0
21065,NaN,76.924,7
21067,NaN,92.2144,3.4
21069,NaN,63.5257,6.9
21071,NaN,78.349,8.4
21073,NaN,108.2412,2
21075,NaN,90.5837,16.3
21077,NaN,70.5602,0
21079,NaN,65.9126,5.7
21081,NaN,51.5145,4
21083,NaN,81.7922,2.7
21085,NaN,131.159,3.8
21087,NaN,75.26,9.1
21089,NaN,84.4213,2.8
21091,NaN,286.3004,0
21093,NaN,69.764,3.6
21095,NaN,76.3223,3.8
21097,NaN,58.2944,5.3
21099,NaN,324.5365,5.3
21101,NaN,39.2243,2.2
21103,NaN,53.2949,0
21105,NaN,93.8923,0
21107,NaN,118.0301,2.2
21109,NaN,129.9201,0
21111,NaN,53.9055,2.2
21113,NaN,49.0347,0
21115,NaN,54.878,4.5
21117,NaN,37.7782,3
21119,NaN,82.5944,0
21121,NaN,152.925,3.2
21123,NaN,91.909,0
21125,NaN,73.27,3.3
21127,NaN,76.0331,6.4
21129,NaN,136.7238,0
21131,NaN,61.023,9.9
21133,NaN,72.6911,4.6
21135,NaN,88.9141,0
21137,NaN,102.475,4.1
21139,NaN,99.3672,10.8
21141,NaN,62.8555,3.7
21143,NaN,94.4186,0
21145,NaN,65.3421,3.1
21147,NaN,92.1399,0
21149,NaN,76.4601,0
21151,NaN,64.5611,2.2
21153,NaN,150.221,0
21155,NaN,95.575,5.2
21157,NaN,75.6174,3.2
21159,NaN,130.345,0
21161,NaN,104.2576,5.8
21163,NaN,60.8784,0
21165,NaN,144.298,0
21167,NaN,213.391,4.6
21169,NaN,141.6627,0
21171,NaN,106.4203,9.3
21173,NaN,78.791,3.5
21175,NaN,91.6462,7.5
21177,NaN,75.4929,3.2
21179,NaN,84.195,2.2
21181,NaN,179.5116,14
21183,NaN,86.58,4.2
21185,NaN,38.0661,3
21187,NaN,80.5165,9.2
21189,NaN,55.0665,0
21191,NaN,62.703,0
21193,NaN,82.318,3.8
21195,NaN,63.8281,3.4
21197,NaN,93.2197,0
21199,NaN,88.214,1.5
21201,NaN,41.7644,0
21203,NaN,114.3549,6
21205,NaN,87.3886,4.1
21207,NaN,234.085,5.6
21209,NaN,107.2591,1.8
21211,NaN,50.849,2.1
21213,NaN,145.2175,5.4
21215,NaN,60.711,0
21217,NaN,91.1595,3.9
21219,NaN,27.2122,0
21221,NaN,91.2879,6.8
21223,NaN,93.8402,0
21225,NaN,113.7524,6.9
21227,NaN,88.4013,3
21229,NaN,91.857,0
21231,NaN,92.9389,4.9
21233,NaN,78.734,0
21235,NaN,101.9853,2.8
21237,NaN,193.6185,0
21239,NaN,55.3524,3.8
22001,NaN,None,6.4
22003,NaN,None,7.8
22005,NaN,None,4
22007,NaN,None,4.5
22009,NaN,None,7.4
22011,NaN,None,5.4
22013,NaN,None,7.5
22015,NaN,None,3.9
22017,NaN,None,5.8
22019,NaN,None,6.4
22021,NaN,None,20.1
22023,NaN,None,14.4
22025,NaN,None,0
22027,NaN,None,6.3
22029,NaN,None,10.2
22031,NaN,None,3.6
22033,NaN,None,4.8
22035,NaN,None,14.2
22037,NaN,None,20.7
22039,NaN,None,6
22041,NaN,None,5
22043,NaN,None,0
22045,NaN,None,4.2
22047,NaN,None,3.1
22049,NaN,None,6.3
22051,NaN,None,3.9
22053,NaN,None,12.7
22055,NaN,None,7
22057,NaN,None,3.1
22059,NaN,None,13.4
22061,NaN,None,10.6
22063,NaN,None,0.7
22065,NaN,None,9
22067,NaN,None,11.8
22069,NaN,None,5.2
22071,NaN,None,3.3
22073,NaN,None,6.5
22075,NaN,None,0
22077,NaN,None,4.6
22079,NaN,None,10.7
22081,NaN,None,23.6
22083,NaN,None,9.9
22085,NaN,None,4.2
22087,NaN,None,4.3
22089,NaN,None,1.9
22091,NaN,None,9.7
22093,NaN,None,9.5
22095,NaN,None,2.3
22097,NaN,None,7.2
22099,NaN,None,3.7
22101,NaN,None,4
22103,NaN,None,5.8
22105,NaN,None,6.7
22107,NaN,None,0
22109,NaN,None,4.5
22111,NaN,None,13.4
22113,NaN,None,3.3
22115,NaN,None,10.2
22117,NaN,None,8.6
22119,NaN,None,5.2
22121,NaN,None,0
22123,NaN,None,9.1
22125,NaN,None,6.5
22127,NaN,None,21.2
23001,NaN,None,1.9
23003,NaN,None,8.9
23005,NaN,None,2.7
23007,NaN,None,3.3
23009,NaN,None,7.3
23011,NaN,None,6.6
23013,NaN,None,2.5
23015,NaN,None,5.8
23017,NaN,None,3.5
23019,NaN,None,4
23021,NaN,None,11.9
23023,NaN,None,0
23025,NaN,None,4
23027,NaN,None,2.5
23029,NaN,None,6.4
23031,NaN,None,2.4
24001,NaN,45.7143,2.8
24003,NaN,37.6453,0.5
24005,NaN,51.2682,0.7
24009,NaN,32.0309,1.1
24011,NaN,35.7608,0
24013,NaN,29.741,1.2
24015,NaN,32.8942,1.9
24017,NaN,39.1608,0.6
24019,NaN,52.214,9.4
24021,NaN,34.6978,0.4
24023,NaN,37.1827,3.4
24025,NaN,36.9907,0.8
24027,NaN,32.796,0.9
24029,NaN,39.2432,5.2
24031,NaN,35.4637,1
24033,NaN,46.325,0.7
24035,NaN,32.7298,0
24037,NaN,28.1357,0.9
24039,NaN,56.9197,3.9
24041,NaN,36.6506,2.7
24043,NaN,42.7528,2
24045,NaN,47.0816,2.9
24047,NaN,61.993,1.9
24510,NaN,62.791,2.8
25001,NaN,None,1.9
25003,NaN,None,3.2
25005,NaN,None,1.8
25007,NaN,None,5.8
25009,NaN,None,2
25011,NaN,None,1.4
25013,NaN,None,2.1
25015,NaN,None,2.5
25017,NaN,None,1.5
25019,NaN,None,8.8
25021,NaN,None,2
25023,NaN,None,1.5
25025,NaN,None,3
25027,NaN,None,1.9
26001,NaN,None,0
26003,NaN,None,11
26005,NaN,None,1.7
26007,NaN,None,3.5
26009,NaN,None,0
26011,NaN,None,6.6
26013,NaN,None,12
26015,NaN,None,1.6
26017,NaN,None,2.9
26019,NaN,None,5.6
26021,NaN,None,2.6
26023,NaN,None,2.3
26025,NaN,None,4.5
26027,NaN,None,1.9
26029,NaN,None,3.8
26031,NaN,None,0
26033,NaN,None,2.7
26035,NaN,None,3.3
26037,NaN,None,1.3
26039,NaN,None,7.2
26041,NaN,None,2.8
26043,NaN,None,7.9
26045,NaN,None,1.8
26047,NaN,None,3
26049,NaN,None,1
26051,NaN,None,3.9
26053,NaN,None,6.6
26055,NaN,None,1.1
26057,NaN,None,2.5
26059,NaN,None,2.2
26061,NaN,None,5.5
26063,NaN,None,9.6
26065,NaN,None,2
26067,NaN,None,1.6
26069,NaN,None,4
26071,NaN,None,9
26073,NaN,None,1.4
26075,NaN,None,1.3
26077,NaN,None,0.8
26079,NaN,None,5.6
26081,NaN,None,1.2
26083,NaN,None,0
26085,NaN,None,0
26087,NaN,None,1.1
26089,NaN,None,0
26091,NaN,None,2
26093,NaN,None,1
26095,NaN,None,15.9
26097,NaN,None,9.3
26099,NaN,None,0.7
26101,NaN,None,4.1
26103,NaN,None,3
26105,NaN,None,3.4
26107,NaN,None,2.3
26109,NaN,None,0
26111,NaN,None,1.2
26113,NaN,None,0
26115,NaN,None,0.7
26117,NaN,None,6.3
26119,NaN,None,0
26121,NaN,None,1.7
26123,NaN,None,2
26125,NaN,None,1.4
26127,NaN,None,3.8
26129,NaN,None,4.8
26131,NaN,None,17.3
26133,NaN,None,4.3
26135,NaN,None,0
26137,NaN,None,4.1
26139,NaN,None,1
26141,NaN,None,7.9
26143,NaN,None,0
26145,NaN,None,4.2
26147,NaN,None,1.9
26149,NaN,None,3.3
26151,NaN,None,7.3
26153,NaN,None,24.8
26155,NaN,None,1.5
26157,NaN,None,3.8
26159,NaN,None,2.7
26161,NaN,None,1.9
26163,NaN,None,1.5
26165,NaN,None,3
27001,NaN,None,6.3
27003,NaN,None,0.6
27005,NaN,None,2.9
27007,NaN,None,4.3
27009,NaN,None,0
27011,NaN,None,40.1
27013,NaN,None,1.5
27015,NaN,None,11.9
27017,NaN,None,5.6
27019,NaN,None,1
27021,NaN,None,3.4
27023,NaN,None,8.4
27025,NaN,None,1.8
27027,NaN,None,0
27029,NaN,None,11.4
27031,NaN,None,18.5
27033,NaN,None,17.7
27035,NaN,None,3.1
27037,NaN,None,0.7
27039,NaN,None,0
27041,NaN,None,2.6
27043,NaN,None,7.3
27045,NaN,None,0
27047,NaN,None,3.3
27049,NaN,None,8.6
27051,NaN,None,33.2
27053,NaN,None,1
27055,NaN,None,0
27057,NaN,None,4.7
27059,NaN,None,2.5
27061,NaN,None,6.7
27063,NaN,None,10.1
27065,NaN,None,6.2
27067,NaN,None,2.3
27069,NaN,None,23.5
27071,NaN,None,8
27073,NaN,None,30
27075,NaN,None,9.4
27077,NaN,None,26.6
27079,NaN,None,3.5
27081,NaN,None,35.3
27083,NaN,None,7.8
27085,NaN,None,5.6
27087,NaN,None,18.1
27089,NaN,None,21.3
27091,NaN,None,5.1
27093,NaN,None,4.3
27095,NaN,None,3.8
27097,NaN,None,3
27099,NaN,None,2.5
27101,NaN,None,12.1
27103,NaN,None,2.9
27105,NaN,None,4.6
27107,NaN,None,15.4
27109,NaN,None,1.9
27111,NaN,None,3.4
27113,NaN,None,14.1
27115,NaN,None,10.2
27117,NaN,None,11.1
27119,NaN,None,6.3
27121,NaN,None,9
27123,NaN,None,1.1
27125,NaN,None,0
27127,NaN,None,6.6
27129,NaN,None,13.7
27131,NaN,None,1.5
27133,NaN,None,10.6
27135,NaN,None,6.6
27137,NaN,None,4
27139,NaN,None,1.4
27141,NaN,None,1
27143,NaN,None,6.7
27145,NaN,None,3.1
27147,NaN,None,2.7
27149,NaN,None,10.3
27151,NaN,None,21.4
27153,NaN,None,8.1
27155,NaN,None,30.2
27157,NaN,None,4.6
27159,NaN,None,7.3
27161,NaN,None,5.4
27163,NaN,None,0.8
27165,NaN,None,9.1
27167,NaN,None,16
27169,NaN,None,2
27171,NaN,None,1.5
27173,NaN,None,20.4
28001,NaN,None,6.4
28003,NaN,None,2.7
28005,NaN,None,0
28007,NaN,None,5.4
28009,NaN,None,0
28011,NaN,None,3.2
28013,NaN,None,6.9
28015,NaN,None,0
28017,NaN,None,5.8
28019,NaN,None,24.2
28021,NaN,None,11.1
28023,NaN,None,6.4
28025,NaN,None,5.2
28027,NaN,None,4.4
28029,NaN,None,7
28031,NaN,None,5.3
28033,NaN,None,1.6
28035,NaN,None,2.7
28037,NaN,None,12.8
28039,NaN,None,4.1
28041,NaN,None,7.4
28043,NaN,None,4.7
28045,NaN,None,2.1
28047,NaN,None,3.9
28049,NaN,None,3.8
28051,NaN,None,5.7
28053,NaN,None,12.1
28055,NaN,None,0
28057,NaN,None,0
28059,NaN,None,1.4
28061,NaN,None,6.1
28063,NaN,None,14.1
28065,NaN,None,8.9
28067,NaN,None,2.9
28069,NaN,None,0
28071,NaN,None,3.7
28073,NaN,None,3.2
28075,NaN,None,9.3
28077,NaN,None,8
28079,NaN,None,4.4
28081,NaN,None,3.5
28083,NaN,None,6.9
28085,NaN,None,2.9
28087,NaN,None,1.7
28089,NaN,None,1.9
28091,NaN,None,4
28093,NaN,None,2.8
28095,NaN,None,5.6
28097,NaN,None,20
28099,NaN,None,6.9
28101,NaN,None,9.3
28103,NaN,None,9.5
28105,NaN,None,2
28107,NaN,None,2.9
28109,NaN,None,3.6
28111,NaN,None,8.4
28113,NaN,None,5.1
28115,NaN,None,3.1
28117,NaN,None,4
28119,NaN,None,14.2
28121,NaN,None,4.5
28123,NaN,None,7.1
28125,NaN,None,22.8
28127,NaN,None,7.5
28129,NaN,None,6.2
28131,NaN,None,5.3
28133,NaN,None,11.7
28135,NaN,None,7.1
28137,NaN,None,3.5
28139,NaN,None,4.5
28141,NaN,None,5.1
28143,NaN,None,0
28145,NaN,None,3.5
28147,NaN,None,6.9
28149,NaN,None,4.3
28151,NaN,None,6.7
28153,NaN,None,4.9
28155,NaN,None,10.2
28157,NaN,None,22.7
28159,NaN,None,11
28161,NaN,None,8.1
28163,NaN,None,3.5
29001,NaN,31.6323,3.9
29003,NaN,28.739,0
29005,NaN,17.085,19.3
29007,NaN,39.2046,3.9
29009,NaN,35.2684,5.6
29011,NaN,30.0069,8.5
29013,NaN,33.1594,6.1
29015,NaN,49.4076,0
29017,NaN,44.8193,0
29019,NaN,32.4053,3.9
29021,NaN,39.4007,3.4
29023,NaN,56.9697,11.7
29025,NaN,32.1312,0
29027,NaN,32.3389,4.5
29029,NaN,48.1498,4.4
29031,NaN,41.7,3.8
29033,NaN,27.1642,11.4
29035,NaN,48.846,0
29037,NaN,33.7042,1.9
29039,NaN,32.3038,14.1
29041,NaN,27.1324,0
29043,NaN,38.1926,0
29045,NaN,18.434,0
29047,NaN,68.5699,2.8
29049,NaN,34.7863,4.9
29051,NaN,32.6736,2.6
29053,NaN,38.3318,5.7
29055,NaN,48.5688,4.2
29057,NaN,28.6522,0
29059,NaN,39.8036,0
29061,NaN,26.9529,0
29063,NaN,25.0308,0
29065,NaN,33.2327,6.5
29067,NaN,39.5774,0
29069,NaN,48.2872,3.4
29071,NaN,44.4356,1
29073,NaN,37.6467,6.8
29075,NaN,19.0443,15.1
29077,NaN,44.4466,3.1
29079,NaN,33.6784,10.1
29081,NaN,23.7806,11.9
29083,NaN,43.6521,9.2
29085,NaN,30.7352,0
29087,NaN,21.406,0
29089,NaN,26.4041,0
29091,NaN,49.6336,5
29093,NaN,47.1868,9.8
29095,NaN,48.626,2.6
29097,NaN,41.4772,1.7
29099,NaN,46.9942,0.4
29101,NaN,41.1511,1.9
29103,NaN,21.8322,0
29105,NaN,53.5409,2.8
29107,NaN,35.0007,3.1
29109,NaN,37.8841,5.2
29111,NaN,16.399,0
29113,NaN,47.9678,1.7
29115,NaN,41.9356,8.3
29117,NaN,24.931,6.6
29119,NaN,33.15215,0
29121,NaN,32.0905,6.6
29123,NaN,50.0015,8.2
29125,NaN,35.8643,0
29127,NaN,28.7317,3.5
29129,NaN,19.8254,0
29131,NaN,46.4139,0
29133,NaN,44.9131,0
29135,NaN,29.8386,0
29137,NaN,40.7341,0
29139,NaN,35.5004,0
29141,NaN,44.7664,0
29143,NaN,39.2264,0
29145,NaN,40.0427,8.6
29147,NaN,30.64367,4.5
29149,NaN,42.0945,0
29151,NaN,20.1785,0
29153,NaN,40.5565,0
29155,NaN,57.5678,6.1
29157,NaN,51.8828,5.2
29159,NaN,46.427,2.4
29161,NaN,36.7519,2.2
29163,NaN,41.0722,5.4
29165,NaN,33.0562,1
29167,NaN,32.0736,3.1
29169,NaN,48.997,1.9
29171,NaN,14.4006,21
29173,NaN,27.9165,0
29175,NaN,44.2187,4
29177,NaN,46.4332,4.4
29179,NaN,34.5948,16
29181,NaN,56.4722,7.5
29183,NaN,36.1092,2.3
29185,NaN,37.954,10.6
29186,NaN,34.6467,5.6
29187,NaN,51.7388,6
29189,NaN,48.6317,2.2
29195,NaN,28.9737,8.7
29197,NaN,23.9776,0
29199,NaN,14.8939,20.1
29201,NaN,45.15,2.6
29203,NaN,52.1237,0
29205,NaN,26.8213,0
29207,NaN,41.9566,3.4
29209,NaN,68.1156,0
29211,NaN,28.7425,16.1
29213,NaN,106.0942,1.8
29215,NaN,36.407,3.9
29217,NaN,30.0191,9.7
29219,NaN,43.6003,0
29221,NaN,50.4676,4
29223,NaN,45.9992,0
29225,NaN,36.9747,0
29227,NaN,19.502,0
29229,NaN,41.9709,0
29510,NaN,65.888,4.6
30001,NaN,None,10.6
30003,NaN,None,15
30005,NaN,None,14.7
30007,NaN,None,16.4
30009,NaN,None,9.3
30011,NaN,None,80.8
30013,NaN,None,3.7
30015,NaN,None,34.8
30017,NaN,None,8.6
30019,NaN,None,57.2
30021,NaN,None,11.5
30023,NaN,None,21.9
30025,NaN,None,34.2
30027,NaN,None,9
30029,NaN,None,2.9
30031,NaN,None,1.8
30033,NaN,None,78.9
30035,NaN,None,14.5
30037,NaN,None,0
30039,NaN,None,29.6
30041,NaN,None,6.1
30043,NaN,None,0
30045,NaN,None,0
30047,NaN,None,6.6
30049,NaN,None,4.4
30051,NaN,None,41.2
30053,NaN,None,5.1
30055,NaN,None,59.7
30057,NaN,None,22.8
30059,NaN,None,53.6
30061,NaN,None,23.2
30063,NaN,None,1.7
30065,NaN,None,21.5
30067,NaN,None,12
30069,NaN,None,0
30071,NaN,None,24.5
30073,NaN,None,16.7
30075,NaN,None,0
30077,NaN,None,14.4
30079,NaN,None,92
30081,NaN,None,2.3
30083,NaN,None,9.2
30085,NaN,None,27.1
30087,NaN,None,11
30089,NaN,None,8.4
30091,NaN,None,29.2
30093,NaN,None,5.7
30095,NaN,None,10.5
30097,NaN,None,27
30099,NaN,None,16.2
30101,NaN,None,20.6
30103,NaN,None,0
30105,NaN,None,13.4
30107,NaN,None,44.7
30109,NaN,None,0
30111,NaN,None,2.5
31001,NaN,24.1994,3.2
31003,NaN,7.113,31.6
31005,NaN,0,0
31007,NaN,0,0
31009,NaN,1.16,0
31011,NaN,7.795,19.1
31013,NaN,19.3984,9.3
31015,NaN,3.9,51.2
31017,NaN,3.733,33.6
31019,NaN,25.3028,6
31021,NaN,20.106,15.4
31023,NaN,22.8063,12.4
31025,NaN,24.2448,0
31027,NaN,9.4132,0
31029,NaN,5.054,25.1
31031,NaN,8.003,17.4
31033,NaN,24.6348,21.5
31035,NaN,15.004,0
31037,NaN,13.6557,9.2
31039,NaN,12.504,11.2
31041,NaN,15.1378,18.5
31043,NaN,18.0575,0
31045,NaN,11.7022,11.5
31047,NaN,18.9462,12.7
31049,NaN,8.247,0
31051,NaN,8.642,0
31053,NaN,23.0896,2.7
31055,NaN,34.216,3.2
31057,NaN,1.623,56.5
31059,NaN,13.501,18.1
31061,NaN,11.861,33.1
31063,NaN,8.06,0
31065,NaN,13.546,21.2
31067,NaN,23.2429,4.7
31069,NaN,10.879,52.7
31071,NaN,4.962,0
31073,NaN,6.488,0
31075,NaN,0,0
31077,NaN,8.426,0
31079,NaN,33.7,4.9
31081,NaN,18.9367,10.8
31083,NaN,6.182,29.4
31085,NaN,1.306,0
31087,NaN,5.688,0
31089,NaN,10.845,19.7
31091,NaN,0.959,0
31093,NaN,18.516,15.5
31095,NaN,15.665,14.1
31097,NaN,18.742,19.5
31099,NaN,16.378,15.3
31101,NaN,17.5012,12.5
31103,NaN,0,0
31105,NaN,15.749,27.6
31107,NaN,12.3975,11.9
31109,NaN,27.2104,2.5
31111,NaN,22.6117,2.8
31113,NaN,2.962,0
31115,NaN,1.73,0
31117,NaN,0.903,0
31119,NaN,21.2728,8.5
31121,NaN,17.8156,12.9
31123,NaN,17.274,21.3
31125,NaN,7.792,28.3
31127,NaN,20.794,14.4
31129,NaN,9.649,23.8
31131,NaN,41.843,18.8
31133,NaN,8.461,38
31135,NaN,2.197,34.1
31137,NaN,13.464,11.1
31139,NaN,11.0925,28
31141,NaN,23.4343,3
31143,NaN,10.957,18.9
31145,NaN,15.743,9.3
31147,NaN,17.1354,12.6
31149,NaN,2.299,73.5
31151,NaN,17.1165,13.9
31153,NaN,25.1752,2.2
31155,NaN,23.4833,4.7
31157,NaN,26.067,2.8
31159,NaN,20.647,5.8
31161,NaN,6.474,19.3
31163,NaN,11.238,0
31165,NaN,0,0
31167,NaN,7.899,0
31169,NaN,10.624,19.8
31171,NaN,4.252,0
31173,NaN,19.785,27.4
31175,NaN,11.438,23.9
31177,NaN,20.0331,4.8
31179,NaN,12.3562,10.6
31181,NaN,12.811,28.3
31183,NaN,9.094,0
31185,NaN,22.3969,14.5
32001,NaN,36.4398,4.1
32003,NaN,84.238,2.1
32005,NaN,39.5365,4.1
32007,NaN,34.0697,3.8
32009,NaN,19.575,0
32011,NaN,15.9911,0
32013,NaN,33.0814,6
32015,NaN,28.0259,17.9
32017,NaN,20.1171,19.2
32019,NaN,53.983,5.4
32021,NaN,35.1252,22.2
32023,NaN,50.1138,4.4
32027,NaN,21.137,15
32029,NaN,13.2464,0
32031,NaN,50.015,3
32033,NaN,26.7849,10.6
32510,NaN,53.706,5.4
33001,NaN,None,3.3
33003,NaN,None,4.1
33005,NaN,None,1.3
33007,NaN,None,9.5
33009,NaN,None,5.6
33011,NaN,None,2.6
33013,NaN,None,2.6
33015,NaN,None,1.9
33017,NaN,None,2.3
33019,NaN,None,2.3
34001,NaN,None,3.4
34003,NaN,None,1.1
34005,NaN,None,2
34007,NaN,None,2.2
34009,NaN,None,1.1
34011,NaN,None,2.6
34013,NaN,None,1.6
34015,NaN,None,1
34017,NaN,None,1.2
34019,NaN,None,0.8
34021,NaN,None,3.2
34023,NaN,None,1.6
34025,NaN,None,1.3
34027,NaN,None,2
34029,NaN,None,1.5
34031,NaN,None,1.2
34033,NaN,None,3.2
34035,NaN,None,1.5
34037,NaN,None,1.4
34039,NaN,None,1.8
34041,NaN,None,2.8
35001,NaN,None,2.5
35003,NaN,None,0
35005,NaN,None,4.6
35006,NaN,None,11.2
35007,NaN,None,8.3
35009,NaN,None,2
35011,NaN,None,0
35013,NaN,None,2.8
35015,NaN,None,3.5
35017,NaN,None,3.7
35019,NaN,None,23
35021,NaN,None,0
35023,NaN,None,0
35025,NaN,None,2.9
35027,NaN,None,5.1
35028,NaN,None,5.2
35029,NaN,None,4.2
35031,NaN,None,5.5
35033,NaN,None,0
35035,NaN,None,3
35037,NaN,None,12.1
35039,NaN,None,2.6
35041,NaN,None,5.3
35043,NaN,None,1.4
35045,NaN,None,2.4
35047,NaN,None,7.2
35049,NaN,None,2
35051,NaN,None,9.1
35053,NaN,None,6
35055,NaN,None,3
35057,NaN,None,0
35059,NaN,None,24.3
35061,NaN,None,0
36001,NaN,35.8261,2.3
36003,NaN,42.9699,4.3
36005,NaN,88.9514,1
36007,NaN,49.6766,2.1
36009,NaN,55.897,1.3
36011,NaN,45.9724,1.3
36013,NaN,52.7853,3.9
36015,NaN,35.6848,3.6
36017,NaN,43.0885,2.1
36019,NaN,49.31,1.2
36021,NaN,30.8646,1.7
36023,NaN,45.5794,2.1
36025,NaN,37.6485,9
36027,NaN,38.8941,1.4
36029,NaN,52.8374,1.7
36031,NaN,22.3649,8
36033,NaN,30.5691,6
36035,NaN,45.3418,1.9
36037,NaN,45.2679,5.2
36039,NaN,46.3065,0
36041,NaN,22.5901,0
36043,NaN,52.395,1.6
36045,NaN,28.072,2.7
36047,NaN,62.6148,0.7
36049,NaN,26.579,3.8
36051,NaN,44.8802,1.6
36053,NaN,44.6477,2.8
36055,NaN,48.7189,1.1
36057,NaN,58.039,4
36059,NaN,43.3033,1
36061,NaN,42.5843,1.7
36063,NaN,62.398,2.4
36065,NaN,48.8773,3
36067,NaN,47.7189,1.5
36069,NaN,20.5921,3.6
36071,NaN,43.6576,1.8
36073,NaN,50.1187,2.5
36075,NaN,57.227,1.7
36077,NaN,26.9904,3.3
36079,NaN,35.8939,1
36081,NaN,60.1343,0.6
36083,NaN,38.0551,1.9
36085,NaN,51.8121,1.3
36087,NaN,39.7485,1.2
36089,NaN,44.9715,4.6
36091,NaN,35.9657,0.9
36093,NaN,47.2718,2.6
36095,NaN,27.9982,3.2
36097,NaN,25.86,5.6
36099,NaN,42.7589,0
36101,NaN,23.414,6.3
36103,NaN,47.0823,0.9
36105,NaN,46.3549,2.6
36107,NaN,28.8193,0
36109,NaN,30.121,1
36111,NaN,44.6898,1.7
36113,NaN,53.577,1.6
36115,NaN,44.2754,0
36117,NaN,46.5067,1.1
36119,NaN,43.6274,1.9
36121,NaN,53.2,2.5
36123,NaN,20.2649,4
37001,NaN,None,0.6
37003,NaN,None,2.7
37005,NaN,None,9
37007,NaN,None,4
37009,NaN,None,3.7
37011,NaN,None,5.7
37013,NaN,None,4.2
37015,NaN,None,5.3
37017,NaN,None,3
37019,NaN,None,2.2
37021,NaN,None,1.5
37023,NaN,None,2.2
37025,NaN,None,0.9
37027,NaN,None,1.2
37029,NaN,None,0
37031,NaN,None,1.4
37033,NaN,None,0
37035,NaN,None,1.3
37037,NaN,None,1.4
37039,NaN,None,3.5
37041,NaN,None,7.1
37043,NaN,None,0
37045,NaN,None,4.1
37047,NaN,None,1.8
37049,NaN,None,1.9
37051,NaN,None,1.2
37053,NaN,None,0
37055,NaN,None,2.7
37057,NaN,None,1.2
37059,NaN,None,4.7
37061,NaN,None,1.7
37063,NaN,None,1.9
37065,NaN,None,1.9
37067,NaN,None,1.8
37069,NaN,None,1.5
37071,NaN,None,0.9
37073,NaN,None,0
37075,NaN,None,0
37077,NaN,None,1.7
37079,NaN,None,0
37081,NaN,None,1.3
37083,NaN,None,4
37085,NaN,None,1.5
37087,NaN,None,1.6
37089,NaN,None,1.7
37091,NaN,None,4.2
37093,NaN,None,3.7
37095,NaN,None,0
37097,NaN,None,1.7
37099,NaN,None,2.3
37101,NaN,None,0.5
37103,NaN,None,0
37105,NaN,None,1.6
37107,NaN,None,1.8
37109,NaN,None,1.2
37111,NaN,None,2.2
37113,NaN,None,5.7
37115,NaN,None,0
37117,NaN,None,4.4
37119,NaN,None,1.3
37121,NaN,None,6.7
37123,NaN,None,3.7
37125,NaN,None,1
37127,NaN,None,2.1
37129,NaN,None,0.9
37131,NaN,None,0
37133,NaN,None,1.5
37135,NaN,None,0.7
37137,NaN,None,0
37139,NaN,None,2.5
37141,NaN,None,1.6
37143,NaN,None,0
37145,NaN,None,2.5
37147,NaN,None,0.6
37149,NaN,None,4.9
37151,NaN,None,0.7
37153,NaN,None,4.5
37155,NaN,None,0.8
37157,NaN,None,2.2
37159,NaN,None,1.4
37161,NaN,None,1.5
37163,NaN,None,1.6
37165,NaN,None,2.9
37167,NaN,None,1.6
37169,NaN,None,2.2
37171,NaN,None,2.8
37173,NaN,None,21.1
37175,NaN,None,2.9
37177,NaN,None,0
37179,NaN,None,0.4
37181,NaN,None,2.2
37183,NaN,None,0.7
37185,NaN,None,0
37187,NaN,None,8.4
