FIPS,"Hospitalization Rate per 100,000",Unemployment Initial Claims,"Hospitals per 100,000"
37189,NaN,None,1.8
37191,NaN,None,0.8
37193,NaN,None,1.5
37195,NaN,None,1.2
37197,NaN,None,2.7
37199,NaN,None,0
38001,NaN,None,43.6
38003,NaN,None,9.5
38005,NaN,None,0
38007,NaN,None,0
38009,NaN,None,15.6
38011,NaN,None,32.5
38013,NaN,None,0
38015,NaN,None,2.1
38017,NaN,None,5
38019,NaN,None,26.1
38021,NaN,None,20.4
38023,NaN,None,43.8
38025,NaN,None,0
38027,NaN,None,0
38029,NaN,None,30.3
38031,NaN,None,31.1
38033,NaN,None,0
38035,NaN,None,7.1
38037,NaN,None,42.1
38039,NaN,None,44.8
38041,NaN,None,0
38043,NaN,None,0
38045,NaN,None,0
38047,NaN,None,0
38049,NaN,None,0
38051,NaN,None,77.4
38053,NaN,None,7.3
38055,NaN,None,21
38057,NaN,None,12.1
38059,NaN,None,3.2
38061,NaN,None,9.8
38063,NaN,None,34.9
38065,NaN,None,0
38067,NaN,None,14.4
38069,NaN,None,24.5
38071,NaN,None,8.7
38073,NaN,None,19.1
38075,NaN,None,0
38077,NaN,None,0
38079,NaN,None,14
38081,NaN,None,0
38083,NaN,None,0
38085,NaN,None,22.9
38087,NaN,None,0
38089,NaN,None,6.5
38091,NaN,None,0
38093,NaN,None,9.6
38095,NaN,None,45.6
38097,NaN,None,24.9
38099,NaN,None,18.7
38101,NaN,None,4.4
38103,NaN,None,25.3
38105,NaN,None,5.7
39001,NaN,55.0183,3.6
39003,NaN,74.571,4.9
39005,NaN,42.7225,1.9
39007,NaN,50.6872,5.1
39009,NaN,41.671,4.6
39011,NaN,53.8599,2.2
39013,NaN,51.109,5.9
39015,NaN,48.3375,2.3
39017,NaN,45.6059,2.4
39019,NaN,58.5955,0
39021,NaN,53.724,2.6
39023,NaN,68.2492,3
39025,NaN,42.6646,0.5
39027,NaN,63.5736,2.4
39029,NaN,56.609,1.9
39031,NaN,60.7755,2.7
39033,NaN,72.9524,4.8
39035,NaN,73.3398,2.3
39037,NaN,53.2748,1.9
39039,NaN,61.4285,7.9
39041,NaN,40.587,1.5
39043,NaN,83.88,2.7
39045,NaN,51.9203,1.3
39047,NaN,52.7081,3.5
39049,NaN,63.0887,2.1
39051,NaN,62.6305,2.4
39053,NaN,51.5385,3.3
39055,NaN,37.143,2.1
39057,NaN,51.6985,1.8
39059,NaN,50.7973,5.1
39061,NaN,49.1585,2.8
39063,NaN,61.2694,1.3
39065,NaN,61.2204,3.2
39067,NaN,47.6987,6.6
39069,NaN,62.373,3.7
39071,NaN,58.4469,4.6
39073,NaN,48.1479,3.5
39075,NaN,17.8589,2.3
39077,NaN,72.244,3.4
39079,NaN,60.3,3.1
39081,NaN,58.036,6.1
39083,NaN,40.3243,1.6
39085,NaN,59.4536,1.3
39087,NaN,43.849,1.7
39089,NaN,41.9361,2.3
39091,NaN,65.7979,4.4
39093,NaN,59.607,2.6
39095,NaN,80.668,3.3
39097,NaN,43.2018,2.3
39099,NaN,76.991,4.4
39101,NaN,53.4248,1.5
39103,NaN,43.7765,1.7
39105,NaN,51.866,0
39107,NaN,40.931,2.4
39109,NaN,52.5904,1.9
39111,NaN,54.8741,0
39113,NaN,69.887,3.2
39115,NaN,53.3895,0
39117,NaN,47.0233,2.8
39119,NaN,54.552,1.2
39121,NaN,57.4158,0
39123,NaN,54.17,2.5
39125,NaN,48.4602,5.3
39127,NaN,55.4077,0
39129,NaN,41.9808,1.7
39131,NaN,52.536,3.6
39133,NaN,50.4012,0.6
39135,NaN,40.6671,0
39137,NaN,45.9664,0
39139,NaN,64.0848,3.3
39141,NaN,48.6879,2.6
39143,NaN,68.104,5.1
39145,NaN,52.593,2.6
39147,NaN,66.4082,7.2
39149,NaN,62.9218,2.1
39151,NaN,65.273,2.2
39153,NaN,63.398,2.6
39155,NaN,75.751,3
39157,NaN,51.884,3.3
39159,NaN,47.2529,1.7
39161,NaN,65.5392,7.1
39163,NaN,48.4504,0
39165,NaN,42.1622,1.7
39167,NaN,52.579,3.3
39169,NaN,36.6936,1.7
39171,NaN,55.6672,5.4
39173,NaN,52.4097,0.8
39175,NaN,57.773,4.6
40001,NaN,None,4.5
40003,NaN,None,0
40005,NaN,None,7.2
40007,NaN,None,18.8
40009,NaN,None,9.2
40011,NaN,None,21.1
40013,NaN,None,2.1
40015,NaN,None,6.9
40017,NaN,None,1.4
40019,NaN,None,4.2
40021,NaN,None,4.1
40023,NaN,None,13.6
40025,NaN,None,46.4
40027,NaN,None,2.1
40029,NaN,None,18.1
40031,NaN,None,4.2
40033,NaN,None,0
40035,NaN,None,7
40037,NaN,None,4.2
40039,NaN,None,6.9
40041,NaN,None,2.3
40043,NaN,None,20.4
40045,NaN,None,25.3
40047,NaN,None,4.9
40049,NaN,None,7.2
40051,NaN,None,1.8
40053,NaN,None,0
40055,NaN,None,17.2
40057,NaN,None,37.5
40059,NaN,None,26.3
40061,NaN,None,7.9
40063,NaN,None,7.5
40065,NaN,None,4
40067,NaN,None,16.3
40069,NaN,None,9.1
40071,NaN,None,4.5
40073,NaN,None,6.3
40075,NaN,None,11.5
40077,NaN,None,19.5
40079,NaN,None,2
40081,NaN,None,5.7
40083,NaN,None,2.1
40085,NaN,None,9.9
40087,NaN,None,2.5
40089,NaN,None,3.1
40091,NaN,None,5
40093,NaN,None,13.1
40095,NaN,None,6
40097,NaN,None,2.4
40099,NaN,None,7.2
40101,NaN,None,5.9
40103,NaN,None,8.9
40105,NaN,None,9.8
40107,NaN,None,8.3
40109,NaN,None,4
40111,NaN,None,10.4
40113,NaN,None,4.3
40115,NaN,None,6.4
40117,NaN,None,6.1
40119,NaN,None,2.4
40121,NaN,None,4.6
40123,NaN,None,7.8
40125,NaN,None,2.8
40127,NaN,None,8.9
40129,NaN,None,27.4
40131,NaN,None,2.2
40133,NaN,None,4.1
40135,NaN,None,2.4
40137,NaN,None,2.3
40139,NaN,None,4.9
40141,NaN,None,13.6
40143,NaN,None,3.7
40145,NaN,None,1.2
40147,NaN,None,1.9
40149,NaN,None,9
40151,NaN,None,11.2
40153,NaN,None,9.9
41001,NaN,None,6.2
41003,NaN,None,1.1
41005,NaN,None,1
41007,NaN,None,5
41009,NaN,None,0
41011,NaN,None,4.7
41013,NaN,None,8.4
41015,NaN,None,8.8
41017,NaN,None,1
41019,NaN,None,2.7
41021,NaN,None,0
41023,NaN,None,13.9
41025,NaN,None,13.6
41027,NaN,None,4.3
41029,NaN,None,1.4
41031,NaN,None,4.1
41033,NaN,None,1.1
41035,NaN,None,1.5
41037,NaN,None,12.7
41039,NaN,None,1.6
41041,NaN,None,4
41043,NaN,None,1.6
41045,NaN,None,3.3
41047,NaN,None,1.2
41049,NaN,None,8.8
41051,NaN,None,1.5
41053,NaN,None,1.2
41055,NaN,None,0
41057,NaN,None,3.7
41059,NaN,None,2.6
41061,NaN,None,3.8
41063,NaN,None,14.1
41065,NaN,None,3.8
41067,NaN,None,0.8
41069,NaN,None,0
41071,NaN,None,1.9
42001,NaN,22.314,1
42003,NaN,21.89,2.6
42005,NaN,37.471,1.5
42007,NaN,31.437,1.2
42009,NaN,41.531,2.1
42011,NaN,28.078,1.4
42013,NaN,34.093,4.1
42015,NaN,21.3845,4.9
42017,NaN,17.9835,1.6
42019,NaN,23.645,1.6
42021,NaN,34.637,3
42023,NaN,77.084,0
42025,NaN,30.307,3.1
42027,NaN,15.22,1.8
42029,NaN,13.7864,1.9
42031,NaN,35.248,5.2
42033,NaN,39.292,2.5
42035,NaN,27.739,5.2
42037,NaN,29.566,3.1
42039,NaN,30.728,2.4
42041,NaN,18.9531,2
42043,NaN,24.129,2.9
42045,NaN,19.9893,1.4
42047,NaN,68.154,3.3
42049,NaN,29.688,3.3
42051,NaN,36.915,1.5
42053,NaN,33.171,0
42055,NaN,25.3142,1.9
42057,NaN,63.4354,6.9
42059,NaN,26.0343,2.7
42061,NaN,50.882,2.2
42063,NaN,29.787,1.2
42065,NaN,39.164,4.6
42067,NaN,34.531,0
42069,NaN,25.8,2.8
42071,NaN,23.564,1.1
42073,NaN,29.502,2.3
42075,NaN,24.502,2.1
42077,NaN,27.198,2.7
42079,NaN,30.322,2.5
42081,NaN,29.744,3.5
42083,NaN,31.98,4.9
42085,NaN,33.1,4.5
42087,NaN,40.392,2.2
42089,NaN,22.651,1.2
42091,NaN,16.4722,1.8
42093,NaN,18.2138,21.9
42095,NaN,21.5017,1
42097,NaN,33.33,2.2
42099,NaN,24.78,0
42101,NaN,25.7464,2.2
42103,NaN,16.2683,0
42105,NaN,29.2389,6
42107,NaN,33.315,2.1
42109,NaN,31.209,0
42111,NaN,33.477,4.1
42113,NaN,23.9575,0
42115,NaN,15.5048,7.4
42117,NaN,29.7709,2.5
42119,NaN,24.224,2.2
42121,NaN,31.83,2
42123,NaN,22.8266,5.1
42125,NaN,25.942,1.9
42127,NaN,21.862,3.9
42129,NaN,29.896,1.4
42131,NaN,25.134,3.7
42133,NaN,25.296,1.8
44001,NaN,None,0
44003,NaN,None,0.6
44005,NaN,None,2.4
44007,NaN,None,2.4
44009,NaN,None,1.6
45001,NaN,None,4.1
45003,NaN,None,0.6
45005,NaN,None,11.2
45007,NaN,None,2
45009,NaN,None,0
45011,NaN,None,4.7
45013,NaN,None,2.1
45015,NaN,None,0.5
45017,NaN,None,0
45019,NaN,None,3
45021,NaN,None,1.8
45023,NaN,None,3.1
45025,NaN,None,2.2
45027,NaN,None,5.9
45029,NaN,None,2.7
45031,NaN,None,3
45033,NaN,None,3.3
45035,NaN,None,1.2
45037,NaN,None,3.7
45039,NaN,None,4.5
45041,NaN,None,4.3
45043,NaN,None,3.2
45045,NaN,None,2.3
45047,NaN,None,2.8
45049,NaN,None,5.2
45051,NaN,None,1.7
45053,NaN,None,3.5
45055,NaN,None,1.5
45057,NaN,None,1
45059,NaN,None,1.5
45061,NaN,None,5.8
45063,NaN,None,1
45065,NaN,None,0
45067,NaN,None,3.2
45069,NaN,None,3.8
45071,NaN,None,2.6
45073,NaN,None,1.3
45075,NaN,None,2.3
45077,NaN,None,1.6
45079,NaN,None,4.1
45081,NaN,None,0
45083,NaN,None,1.9
45085,NaN,None,0.9
45087,NaN,None,3.6
45089,NaN,None,3.3
45091,NaN,None,0.7
46003,NaN,None,0
46005,NaN,None,5.3
46007,NaN,None,28.8
46009,NaN,None,28.7
46011,NaN,None,2.8
46013,NaN,None,7.6
46015,NaN,None,19.1
46017,NaN,None,0
46019,NaN,None,0
46021,NaN,None,0
46023,NaN,None,21.4
46025,NaN,None,0
46027,NaN,None,7.1
46029,NaN,None,3.6
46031,NaN,None,24
46033,NaN,None,11.5
46035,NaN,None,5.1
46037,NaN,None,18.2
46039,NaN,None,23.1
46041,NaN,None,0
46043,NaN,None,34.1
46045,NaN,None,25.8
46047,NaN,None,44.4
46049,NaN,None,42.9
46051,NaN,None,14
46053,NaN,None,47.5
46055,NaN,None,52.1
46057,NaN,None,0
46059,NaN,None,30.7
46061,NaN,None,0
46063,NaN,None,0
46065,NaN,None,5.7
46067,NaN,None,27.1
46069,NaN,None,0
46071,NaN,None,0
46073,NaN,None,48.9
46075,NaN,None,0
46077,NaN,None,20.3
46079,NaN,None,15.3
46081,NaN,None,11.7
46083,NaN,None,8.5
46085,NaN,None,0
46087,NaN,None,0
46089,NaN,None,41.5
46091,NaN,None,19.6
46093,NaN,None,7.1
46095,NaN,None,0
46097,NaN,None,0
46099,NaN,None,4.1
46101,NaN,None,15.2
46102,NaN,None,0
46103,NaN,None,5.4
46105,NaN,None,0
46107,NaN,None,45.3
46109,NaN,None,9.6
46111,NaN,None,0
46115,NaN,None,15.4
46117,NaN,None,0
46119,NaN,None,0
46121,NaN,None,9.7
46123,NaN,None,18.3
46125,NaN,None,11.9
46127,NaN,None,6.4
46129,NaN,None,17.9
46135,NaN,None,13.1
46137,NaN,None,36.5
47001,279.8,None,1.3
47003,275.3,None,4.1
47005,234.8,None,6.2
47007,216.9,None,6.8
47009,264.9,None,1.5
47011,589.4,None,1.9
47013,318.3,None,5.1
47015,262.8,None,6.9
47017,292.6,None,7.1
47019,404.6,None,1.8
47021,222.6,None,2.5
47023,237.3,None,0
47025,292.9,None,3.1
47027,336.9,None,13
47029,321.5,None,2.8
47031,220.8,None,5.4
47033,209.4,None,0
47035,268.1,None,1.7
47037,280.8,None,2.2
47039,341.7,None,8.5
47041,278.1,None,5
47043,222.7,None,1.9
47045,289.4,None,2.7
47047,325.9,None,2.5
47049,345.8,None,5.5
47051,255.4,None,4.8
47053,234.5,None,4.1
47055,376.2,None,3.4
47057,302.4,None,0
47059,272.1,None,2.9
47061,449.6,None,0
47063,401.1,None,3.1
47065,317.6,None,3.6
47067,320.7,None,15.3
47069,408.4,None,4
47071,252.2,None,3.9
47073,263.6,None,1.8
47075,473,None,5.8
47077,283.7,None,3.6
47079,238,None,3.1
47081,227.4,None,4
47083,484.1,None,12.1
47085,183.9,None,5.4
47087,348.7,None,8.5
47089,342.5,None,1.9
47091,331.9,None,5.6
47093,291,None,2.4
47095,337.3,None,0
47097,325.3,None,3.9
47099,338.4,None,2.3
47101,355.8,None,0
47103,240.3,None,2.9
47105,254.5,None,1.9
47107,290.9,None,3.8
47109,251.6,None,0
47111,523.4,None,4.1
47113,340.1,None,3.1
47115,392,None,3.5
47117,276.1,None,3
47119,312.7,None,1.1
47121,349.4,None,0
47123,332.2,None,2.2
47125,147.1,None,0.5
47127,280.8,None,0
47129,203.9,None,0
47131,330.4,None,3.3
47133,290,None,4.5
47135,359.6,None,12.4
47137,551,None,0
47139,479.3,None,5.9
47141,261.3,None,1.3
47143,248.2,None,3
47145,282.3,None,3.8
47147,595.7,None,1.4
47149,180.7,None,0.9
47151,290.4,None,4.5
47153,255.4,None,0
47155,283,None,1
47157,381.9,None,2.5
47159,295.9,None,5
47161,191.7,None,0
47163,472.5,None,3.2
47165,379.4,None,1.6
47167,261.4,None,1.6
47169,372.3,None,9.1
47171,377.2,None,11.3
47173,299.7,None,0
47175,381.6,None,0
47177,200.6,None,2.4
47179,279.9,None,5.4
47181,368.4,None,6
47183,209.5,None,6
47185,405.8,None,3.7
47187,126,None,0.9
47189,238.9,None,1.4
48001,NaN,None,3.4
48003,NaN,None,5.5
48005,NaN,None,4.6
48007,NaN,None,0
48009,NaN,None,0
48011,NaN,None,0
48013,NaN,None,2
48015,NaN,None,3.3
48017,NaN,None,14.2
48019,NaN,None,0
48021,NaN,None,16.1
48023,NaN,None,27.9
48025,NaN,None,3.1
48027,NaN,None,2.8
48029,NaN,None,2.4
48031,NaN,None,0
48033,NaN,None,0
48035,NaN,None,5.4
48037,NaN,None,6.4
48039,NaN,None,1.6
48041,NaN,None,3.1
48043,NaN,None,10.8
48045,NaN,None,0
48047,NaN,None,0
48049,NaN,None,2.6
48051,NaN,None,5.4
48053,NaN,None,4.2
48055,NaN,None,4.6
48057,NaN,None,4.6
48059,NaN,None,0
48061,NaN,None,2.6
48063,NaN,None,7.7
48065,NaN,None,0
48067,NaN,None,6.6
48069,NaN,None,13
48071,NaN,None,4.7
48073,NaN,None,5.7
48075,NaN,None,13.7
48077,NaN,None,9.6
48079,NaN,None,35.3
48081,NaN,None,0
48083,NaN,None,23.8
48085,NaN,None,2.8
48087,NaN,None,33.8
48089,NaN,None,14.1
48091,NaN,None,3.4
48093,NaN,None,7.4
48095,NaN,None,23.4
48097,NaN,None,4.9
48099,NaN,None,1.3
48101,NaN,None,0
48103,NaN,None,20.9
48105,NaN,None,0
48107,NaN,None,17.3
48109,NaN,None,45.4
48111,NaN,None,0
48113,NaN,None,2.2
48115,NaN,None,7.9
48117,NaN,None,5.3
48119,NaN,None,0
48121,NaN,None,2.3
48123,NaN,None,5
48125,NaN,None,0
48127,NaN,None,9.7
48129,NaN,None,0
48131,NaN,None,0
48133,NaN,None,5.5
48135,NaN,None,3.1
48137,NaN,None,0
48139,NaN,None,1.7
48141,NaN,None,2.3
48143,NaN,None,2.4
48145,NaN,None,5.8
48147,NaN,None,5.7
48149,NaN,None,3.9
48151,NaN,None,26
48153,NaN,None,17.1
48155,NaN,None,0
48157,NaN,None,1.7
48159,NaN,None,9.3
48161,NaN,None,5
48163,NaN,None,10.1
48165,NaN,None,4.8
48167,NaN,None,1.2
48169,NaN,None,0
48171,NaN,None,3.7
48173,NaN,None,0
48175,NaN,None,0
48177,NaN,None,4.8
48179,NaN,None,4.6
48181,NaN,None,6
48183,NaN,None,5.7
48185,NaN,None,3.5
48187,NaN,None,0.6
48189,NaN,None,5.9
48191,NaN,None,0
48193,NaN,None,11.8
48195,NaN,None,18.3
48197,NaN,None,51
48199,NaN,None,1.7
48201,NaN,None,2
48203,NaN,None,1.5
48205,NaN,None,17.8
48207,NaN,None,17.2
48209,NaN,None,2.2
48211,NaN,None,26.1
48213,NaN,None,1.2
48215,NaN,None,2
48217,NaN,None,5.5
48219,NaN,None,4.4
48221,NaN,None,1.7
48223,NaN,None,2.7
48225,NaN,None,4.3
48227,NaN,None,8.2
48229,NaN,None,0
48231,NaN,None,2.1
48233,NaN,None,4.7
48235,NaN,None,0
48237,NaN,None,11.3
48239,NaN,None,6.7
48241,NaN,None,2.8
48243,NaN,None,0
48245,NaN,None,5.9
48247,NaN,None,0
48249,NaN,None,2.4
48251,NaN,None,0.6
48253,NaN,None,15.1
48255,NaN,None,6.4
48257,NaN,None,2.3
48259,NaN,None,0
48261,NaN,None,0
48263,NaN,None,0
48265,NaN,None,5.7
48267,NaN,None,22.9
48269,NaN,None,0
48271,NaN,None,0
48273,NaN,None,3.2
48275,NaN,None,27.4
48277,NaN,None,6
48279,NaN,None,7.6
48281,NaN,None,4.7
48283,NaN,None,0
48285,NaN,None,9.9
48287,NaN,None,0
48289,NaN,None,0
48291,NaN,None,3.5
48293,NaN,None,8.5
48295,NaN,None,0
48297,NaN,None,0
48299,NaN,None,4.6
48301,NaN,None,0
48303,NaN,None,3.6
48305,NaN,None,17
48307,NaN,None,12.5
48309,NaN,None,1.6
48311,NaN,None,0
48313,NaN,None,6.9
48315,NaN,None,0
48317,NaN,None,17.4
48319,NaN,None,0
48321,NaN,None,5.5
48323,NaN,None,1.7
48325,NaN,None,2
48327,NaN,None,0
48329,NaN,None,2.9
48331,NaN,None,8
48333,NaN,None,0
48335,NaN,None,12.3
48337,NaN,None,10.2
48339,NaN,None,2.9
48341,NaN,None,4.7
48343,NaN,None,0
48345,NaN,None,0
48347,NaN,None,4.6
48349,NaN,None,2
48351,NaN,None,0
48353,NaN,None,6.8
48355,NaN,None,4.1
48357,NaN,None,10.1
48359,NaN,None,0
48361,NaN,None,1.2
48363,NaN,None,3.5
48365,NaN,None,4.3
48367,NaN,None,1.4
48369,NaN,None,10.1
48371,NaN,None,12.8
48373,NaN,None,2
48375,NaN,None,7.5
48377,NaN,None,0
48379,NaN,None,0
48381,NaN,None,0.7
48383,NaN,None,26.7
48385,NaN,None,0
48387,NaN,None,0
48389,NaN,None,6.4
48391,NaN,None,14.2
48393,NaN,None,0
48395,NaN,None,0
48397,NaN,None,3
48399,NaN,None,19.5
48401,NaN,None,1.8
48403,NaN,None,9.4
48405,NaN,None,12.1
48407,NaN,None,0
48409,NaN,None,1.5
48411,NaN,None,0
48413,NaN,None,34.5
48415,NaN,None,5.9
48417,NaN,None,0
48419,NaN,None,0
48421,NaN,None,0
48423,NaN,None,4.3
48425,NaN,None,11.1
48427,NaN,None,1.5
48429,NaN,None,10.6
48431,NaN,None,0
48433,NaN,None,73.4
48435,NaN,None,26.6
48437,NaN,None,13.4
48439,NaN,None,2.7
48441,NaN,None,3.6
48443,NaN,None,0
48445,NaN,None,8.1
48447,NaN,None,66
48449,NaN,None,3
48451,NaN,None,3.4
48453,NaN,None,2.4
48455,NaN,None,6.8
48457,NaN,None,4.6
48459,NaN,None,0
48461,NaN,None,81.7
48463,NaN,None,3.7
48465,NaN,None,4.1
48467,NaN,None,1.8
48469,NaN,None,6.5
48471,NaN,None,1.4
48473,NaN,None,0
48475,NaN,None,8.5
48477,NaN,None,2.8
48479,NaN,None,2.2
48481,NaN,None,4.8
48483,NaN,None,38.5
48485,NaN,None,5.3
48487,NaN,None,15.6
48489,NaN,None,0
48491,NaN,None,2.1
48493,NaN,None,2
48495,NaN,None,13
48497,NaN,None,4.4
48499,NaN,None,4.4
48501,NaN,None,11.6
48503,NaN,None,11.1
48505,NaN,None,0
48507,NaN,None,0
49001,NaN,None,30.4
49003,NaN,None,3.6
49005,NaN,None,1.6
49007,NaN,None,4.9
49009,NaN,None,0
49011,NaN,None,1.7
49013,NaN,None,10
49015,NaN,None,0
49017,NaN,None,19.7
49019,NaN,None,10.2
49021,NaN,None,1.9
49023,NaN,None,8.7
49025,NaN,None,13
49027,NaN,None,15.4
49029,NaN,None,0
49031,NaN,None,0
49033,NaN,None,0
49035,NaN,None,2.2
49037,NaN,None,12.9
49039,NaN,None,6.5
49041,NaN,None,4.6
49043,NaN,None,2.4
49045,NaN,None,1.4
49047,NaN,None,2.8
49049,NaN,None,1.6
49051,NaN,None,3
49053,NaN,None,1.2
49055,NaN,None,0
49057,NaN,None,1.2
50001,NaN,None,2.7
50003,NaN,None,2.8
50005,NaN,None,3.3
50007,NaN,None,0.6
50009,NaN,None,0
50011,NaN,None,2
50013,NaN,None,0
50015,NaN,None,4
50017,NaN,None,3.4
50019,NaN,None,3.7
50021,NaN,None,1.7
50023,NaN,None,5.2
50025,NaN,None,7
50027,NaN,None,5.4
51001,626.3,None,0
51003,195.9,None,3.7
51005,389,None,6.7
51007,376.5,None,0
51009,379,None,0
51011,423,None,0
51013,348.2,None,0.4
51015,218.7,None,1.3
51017,163.1,None,23.3
51019,266.7,None,0
51021,397.3,None,0
51023,192.3,None,0
51025,323.5,None,0
51027,471.2,None,4.7
51029,329.4,None,0
51031,285.6,None,0
51033,198.2,None,0
51035,634.4,None,0
51036,504.3,None,0
51037,444,None,0
51041,264.8,None,1.1
51043,296.1,None,0
51045,296.2,None,0
51047,356.7,None,1.9
51049,265.1,None,0
51051,275.4,None,6.9
51053,308.5,None,3.5
51057,384.7,None,9.2
51059,336.5,None,0.6
51061,271.7,None,1.4
51063,183.6,None,0
51065,283.8,None,0
51067,291.8,None,1.8
51069,254.7,None,0
51071,296.8,None,11.9
51073,158,None,2.7
51075,219.4,None,0
51077,556.6,None,0
51079,333.7,None,0
51081,455.8,None,0
51083,225.7,None,2.9
51085,258.3,None,2.8
51087,311,None,1.5
51089,659.4,None,0
51091,45.2,None,0
51093,387,None,0
51095,188.5,None,2.6
51097,355,None,0
51099,203.2,None,0
51101,253.9,None,0
51103,222.6,None,9.3
51105,463,None,4.2
51107,251,None,1
51109,282.8,None,0
51111,206.9,None,0
51113,158,None,0
51115,249.9,None,0
51117,300.2,None,3.3
51119,222.9,None,0
51121,178.8,None,2
51125,262.9,None,0
51127,151.8,None,4.5
51131,664.7,None,8.5
51133,263.4,None,0
51135,642,None,6.5
51137,234.7,None,0
51139,455.4,None,4.2
51141,582.8,None,5.7
51143,382.3,None,0
51145,191.9,None,0
51147,444.4,None,4.4
51149,144.4,None,0
51153,341.4,None,0.6
51155,352.3,None,2.9
51157,248.2,None,0
51159,509,None,0
51161,172.2,None,1.1
51163,197.8,None,0
51165,462.8,None,1.2
51167,482.3,None,3.7
51169,561.9,None,0
51171,450.6,None,2.3
51173,630.1,None,9.8
51175,307.1,None,0
51177,225.7,None,0.7
51179,233.4,None,0.7
51181,324.4,None,0
51183,418.3,None,0
51185,381.8,None,4.9
51187,272.5,None,2.5
51191,737.1,None,3.7
51193,420.6,None,0
51195,418.3,None,2.6
51197,497.3,None,3.5
51199,97.3,None,2.9
51510,343.2,None,0.6
51520,546.1,None,12.1
51530,336.7,None,0
51540,216.1,None,2.1
51550,396.5,None,0.4
51570,415,None,0
51580,494.5,None,0
51590,675.8,None,4.9
51595,976.4,None,19.5
51600,191.3,None,0
51610,135.4,None,0
51620,698.9,None,12.5
51630,339.7,None,6.9
51640,1416.8,None,15.6
51650,262.8,None,2.2
51660,340.5,None,1.9
51670,464.7,None,8.9
51678,322.3,None,14
51680,379.9,None,3.7
51683,405.9,None,2.4
51685,392.9,None,0
51690,1193.6,None,7.8
51700,230.6,None,2.8
51710,391.3,None,2.9
51720,453.6,None,50.4
51730,506.9,None,9.5
51735,172.3,None,0
51740,690,None,2.1
51750,201.8,None,0
51760,342.7,None,3.1
51770,237.2,None,2
51775,269.1,None,7.8
51790,329,None,8
51800,476,None,3.3
51810,345,None,0.9
51820,322.6,None,0
51830,181.3,None,6.7
51840,405.6,None,7.1
53001,NaN,52.9432,10.1
53003,NaN,24.4927,4.4
53005,NaN,53.979,2
53007,NaN,57.376,5.2
53009,NaN,67.777,2.6
53011,NaN,45.5544,0.8
53013,NaN,64.4945,24.6
53015,NaN,64.162,1.8
53017,NaN,54.638,0
53019,NaN,52.36,13.1
53021,NaN,57.955,1.1
53023,NaN,37.933,44.5
53025,NaN,51.379,4.1
53027,NaN,82.703,5.4
53029,NaN,51.4825,2.4
53031,NaN,64.8731,3.2
53033,NaN,50.073,1.4
53035,NaN,49.5138,1.5
53037,NaN,58.7279,2.1
53039,NaN,37.8298,9
53041,NaN,67.078,2.5
53043,NaN,36.4445,18.6
53045,NaN,66.507,1.5
53047,NaN,50.026,7.1
53049,NaN,64.405,9.1
53051,NaN,55.9734,7.4
53053,NaN,66.678,1.2
53055,NaN,55.3465,5.8
53057,NaN,63.089,2.3
53059,NaN,51.674,0
53061,NaN,62.206,1
53063,NaN,58.314,1.9
53065,NaN,53.838,4.4
53067,NaN,58.233,0.7
53069,NaN,51.9213,0
53071,NaN,40.7174,4.9
53073,NaN,62.474,0.9
53075,NaN,28.2319,4
53077,NaN,58.651,1.6
54001,NaN,None,6
54003,NaN,None,1.7
54005,NaN,None,4.6
54007,NaN,None,7.1
54009,NaN,None,9
54011,NaN,None,6.4
54013,NaN,None,13.8
54015,NaN,None,0
54017,NaN,None,0
54019,NaN,None,4.6
54021,NaN,None,0
54023,NaN,None,8.6
54025,NaN,None,2.9
54027,NaN,None,4.3
54029,NaN,None,0
54031,NaN,None,0
54033,NaN,None,4.4
54035,NaN,None,3.5
54037,NaN,None,1.8
54039,NaN,None,4.4
54041,NaN,None,12.5
54043,NaN,None,0
54045,NaN,None,3.1
54047,NaN,None,5.5
54049,NaN,None,1.8
54051,NaN,None,3.2
54053,NaN,None,3.7
54055,NaN,None,5.1
54057,NaN,None,3.7
54059,NaN,None,4.2
54061,NaN,None,2.8
54063,NaN,None,0
54065,NaN,None,5.6
54067,NaN,None,4
54069,NaN,None,9.6
54071,NaN,None,0
54073,NaN,None,0
54075,NaN,None,11.9
54077,NaN,None,5.9
54079,NaN,None,1.8
54081,NaN,None,4
54083,NaN,None,3.5
54085,NaN,None,0
54087,NaN,None,7.2
54089,NaN,None,7.8
54091,NaN,None,5.9
54093,NaN,None,0
54095,NaN,None,11.4
54097,NaN,None,4.1
54099,NaN,None,2.5
54101,NaN,None,12.1
54103,NaN,None,6.5
54105,NaN,None,0
54107,NaN,None,2.4
54109,NaN,None,0
55001,466.9,43.0069,4.9
55003,346.2,66.975,6.4
55005,582.3,52.169,6.6
55007,312.5,53.407,0
55009,510.3,49.072,3
55011,464.8,40.9287,0
55013,675.7,46.255,6.5
55015,526.3,58.426,2
55017,391.4,49.864,3.1
55019,682.8,47.692,5.8
55021,517.8,62.391,3.5
55023,527.9,51.1805,6.1
55025,256.7,38.0843,1.7
55027,750.2,51.383,3.4
55029,322.3,52.972,3.6
55031,342.5,34.6503,2.3
55033,365.6,39.03,2.2
55035,374,46.2926,3.8
55037,694.3,46.021,0
55039,642.3,49.929,3.9
55041,600.6,78.388,0
55043,516,37.813,7.8
