FIPS,Hospitalizations,Cases,State,County,Years of Potential Life Lost Rate,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Primary Care Physicians Rate,Dentist Rate,% With Annual Mammogram,% Vaccinated,High School Graduation Rate,% Some College,% Children in Poverty,Income Ratio,% Single-Parent Households,Social Association Rate,Violent Crime Rate,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,Life Expectancy,Age-Adjusted Death Rate,Child Mortality Rate,Infant Mortality Rate,% Frequent Mental Distress,HIV Prevalence Rate,% Food Insecure,% Limited Access to Healthy Foods,Drug Overdose Mortality Rate,Motor Vehicle Mortality Rate,% Insufficient Sleep,% Children Uninsured,% Disconnected Youth,Average Reading Performance,Average Math Performance,% Enrolled in Free or Reduced Lunch,Black/White Segregation Index,non-White/White Segregation Index,Homicide Rate,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,Juvenile Arrest Rate,% Homeowners,% Severe Housing Cost Burden,Population,% less than 18 years of age,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,internet_consumer,internet_nonconsumer,internet_all,internet_hhs,internet_ratio,covid_cases,internet_percent,%  Adults with Obesity,Heart Disease Death Rate,Hypertension Death Rate,% Adults 65 and Older,COPD Mortality Rate,% Diagnosed Diabetes,% Nonwhite,% households wo car,Number of Hospitals,% disabled,% Without Health Insurance,% Limited English Proficiency,% workers commuting by public transit,% Veterans in Civilian Adult Population,opioid death rate,% Below Poverty,Median Household Income,% No College Degree,Unemployment Rate,% Not in Labor Force,% Jobs in Leisure and Hospitality,% Part-time,% Self-Employed,Hospitalization Rate,Case Rate,Presence of Water Violation (dummy Y/N),Other Primary Care Provider Ratio (:1)
47049,63,2392,Tennessee,Fentress,10797.57337,24.50534501,5.1535156230000005,5.253624198,8.66616428,25.21963407,8.1,29.9,55.19238265,12.24793806,15.78947368,176.4,38.69762477,44.11116,10.978760000000001,34,48,95.21739129999999,38.6734421,30.0,4.70979385,22.27130977,6.6166740189999995,167.2800268,85.40562124,9.1,12.31393775,80.53639847,35.1,73.66182578,557.8475262000001,0.0,0.0,16.81573499,71.9,14.0,0.104490813,0.0,25.39541454,33.1903089,5.087319666,0.0,0.0,0.0,0.0,0.0,25.69775246,0.0,12.57108327,0.0,0.0,76.65811158,10.69774175,18217,21.01333919,0.41170335399999997,0.38425646399999996,0.318383927,0.021957512000000002,1.630345282,96.33858484,0.053156931,51.19942911,100.0,0.698,0.698,0.698,7.385,0.698,642,69.8,31.0,412.4,285.3,22.399,102.74,11.1,2.1785039459999997,0.09478673,1,24.0,13.4,0.0,0.1,8.73,27.44689027,20.9,38608.0,11.65630039,4.2,48.79354751,4.984301413,48.15052188,15.56945827,345.8,13130.6,1,1214
47005,38,1640,Tennessee,Benton,14479.25654,23.22925811,5.010703676,5.07137369,8.664259928,23.65873986,7.4,29.4,48.30493056,12.48184636,29.16666667,306.5,46.16895874,18.76642,18.53683,34,47,95.78313253,47.25274725,30.0,4.853665246,34.79532164,12.51094708,151.529208,161.5749832,10.0,16.06484893,87.46328928,27.9,71.71454135,660.5136277,0.0,0.0,16.05470043,101.3,14.5,6.564157066,26.97991034,38.01642663,37.09225282,4.760423149,0.0,0.0,0.0,0.0,28.8359369,22.05069315,0.0,26.42388726,24.85768973,0.0,75.93575007,12.23203027,16184,20.0321305,2.409787444,0.568462679,0.580820564,0.018536827,2.527187346,92.49876421,0.16264394,51.0257044,78.45836618,3.0,0.0,3.0,6.693,0.4,343,40.0,32.9,523.5,268.2,23.899,63.47,8.1,5.579692155,0.085761243,1,26.9,12.7,0.368405541,0.6,11.032,30.89471083,17.6,42322.0,7.795288933999999,4.5,47.73733583,9.692382813,50.24271845,8.572398574,234.8,10133.5,0,852
47137,28,757,Tennessee,Pickett,8874.308288,20.00851537,4.535503514,4.71854123,8.013937282,20.788896899999997,8.4,34.5,56.70671657,12.85353088,33.33333333,118.3,25.14285714,39.4244,0.0,34,46,96.82539683,39.69387755,24.3,3.6446938980000003,24.86716259,7.884880741,204.4591569,62.5806704,9.2,7.746478872999999,83.24688797,34.0,75.89744375,467.2450119,0.0,0.0,14.65005271,0.0,12.4,0.267576172,0.0,0.0,33.64305916,5.036726128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.46979261,2.2585295530000002,5082,17.72924046,0.216450217,0.354191263,0.098386462,0.07870917,1.967729241,96.55647383,0.205549846,49.98032271,100.0,0.698,0.698,0.698,2.18,0.698,140,69.8,30.7,431.2,136.7,27.813000000000002,79.22,8.2,0.727201258,0.044954127999999996,0,21.3,13.7,0.270513977,0.0,9.8,98.38646202,17.8,41860.0,5.478395062000001,4.7,44.15827675,17.10914454,47.59119064,13.46659653,551.0,14895.7,1,847
47051,107,5110,Tennessee,Franklin,9255.244088,19.88737731,4.3090810710000005,4.54647053,8.446186743,21.985658899999997,7.9,28.3,55.22020852,14.89974814,25.71428571,220.9,26.07611926,67.22366,31.033659999999998,41,52,93.16037736,51.945229299999994,21.4,4.586624932,27.43088656,10.80380294,381.5595644,89.38311236,10.2,11.04313246,83.98367621,30.5,75.94015432,453.13119450000005,85.52049543,9.081002543,14.14972741,67.1,11.8,7.077883513,16.76753805,20.69008324,35.16329892,4.284245402,0.0,0.0,0.0,0.0,32.25477386,18.55806981,0.0,15.66198449,11.53330482,0.0,74.38378675,11.15794852,41890,20.06922893,5.060873717,0.43924564299999996,0.9883026979999999,0.081164956,3.6357125810000004,88.17140129,0.889621087,51.16018143,69.61658385,11.0,1.0,12.0,16.325,0.68,1029,68.0,32.8,445.6,297.9,20.349,57.84,10.9,9.951339372,0.044410412999999996,2,19.7,11.5,0.870306129,0.0,10.031,11.93602292,13.9,54319.0,11.59207116,3.3,40.63384597,10.04321521,43.26246559,8.658316468999999,255.4,12198.6,0,1351
47167,161,7267,Tennessee,Tipton,9869.299725,18.92513709,4.143798947,4.423071479,8.947157726,21.23710326,7.6,35.9,49.35249914,14.84511834,23.68421053,474.2,27.13229469,29.3322,34.10143,33,46,97.2972973,55.25604735,18.5,4.424258388999999,34.17622011,8.310790992000001,668.4049501000001,88.06049203,10.1,11.82392882,88.11069481,54.3,74.8257895,471.5633368,55.36647723,6.530773797999999,13.61643375,164.0,13.6,6.125740728999999,26.59430122,20.64802313,36.8997885,3.804552886,9.968935328999999,0.0,0.0,0.0,35.09014105,29.74249091,6.264007016,18.28835418,17.54710911,0.0,70.29308324,10.09914464,61581,24.62123057,18.28810835,0.47254835100000003,0.746983648,0.152644485,2.8482811260000003,75.78636268,0.397190183,50.64061967,55.12516167,14.0,1.0,16.0,21.445,0.67,1885,67.0,36.9,436.0,304.8,14.917,67.73,14.2,21.98678514,0.042014456,1,16.0,11.1,0.323563892,0.1,11.868,19.48652994,10.5,61436.0,10.92183393,3.9,40.91796064,10.07943513,39.31074619,8.108695652,261.4,11800.7,0,1310
47001,214,8674,Tennessee,Anderson,10009.21674,19.09537056,4.337516681,4.723985904,8.762144656,20.92501774,7.5,25.8,66.26069827,14.32528131,26.31578947,385.5,34.28018522,53.76556,69.29735,48,56,92.08381839,57.51685393,21.9,4.70745262,35.83099311,14.94944726,400.72801580000004,105.80283829999999,10.3,13.14416177,86.90306154,35.5,75.53483753,475.1899016,60.97656311,7.973903588,14.12239617,122.7,12.6,9.359186803,46.79129769,15.63353487,35.8193133,3.505612582,5.887736425,0.0,0.0,0.0,55.72070898,45.24907327,3.01369347,16.47871863,13.159557000000001,0.0,68.00183709,10.71123415,76482,21.021939800000002,3.904186606,0.453701525,1.54415418,0.066682357,3.0726183939999996,89.06147852,0.8633193859999999,51.34018462,34.66171518,23.0,2.0,25.0,30.518,0.75,1266,75.0,33.7,373.9,340.3,20.264,61.59,13.6,8.659848235,0.054525198,1,18.9,11.6,0.787324082,0.3,10.405999999999999,23.5349494,15.3,50973.0,12.64903713,3.6,43.48479948,8.854179745,43.29925512,8.021833124,279.8,11341.2,0,780
47015,38,1898,Tennessee,Cannon,11228.906640000001,19.6572117,4.419800386,4.781897676,9.329710145,22.20758767,8.4,28.3,21.19411637,14.62091551,37.5,344.7,36.7591898,21.10298,27.658690000000004,43,45,92.70072993,39.64016251,22.0,4.1315071119999995,29.62588473,8.441193022,177.1831495,139.3985946,9.7,11.41001855,86.18251928,60.2,74.38978609,548.0540374,0.0,0.0,14.55552289,186.5,11.8,1.060030718,28.09975413,28.60411899,34.44032865,5.056,0.0,0.0,0.0,0.0,24.46939848,11.75138644,11.23733246,21.13036407,21.33651959,0.0,73.33575186,7.470485775,14462,21.42165676,1.5834601019999999,0.34573364700000003,0.39413635700000005,0.089890748,2.4892822569999997,93.74913567,0.211480363,50.31116028,81.13180204,3.0,0.698,0.698,5.456,0.63,312,63.0,38.6,390.4,345.3,18.545,57.61,9.2,3.999713795,0.039772727,1,18.7,12.5,0.489751496,0.0,8.791,34.57336468,13.0,52960.0,9.853042706,3.1,41.91138141,7.706255666000001,39.67220476,14.33229814,262.8,13124.0,0,2410
47033,30,2020,Tennessee,Crockett,10579.89617,24.50971115,4.830203029,4.861407356,8.161512027999999,22.88432399,8.2,41.6,3.0028794739999998,12.77115819,26.66666667,414.6,38.27311696,0.0,48.85539,36,43,97.61904762,44.64759658,25.4,4.22333732,39.31724544,17.27354384,403.5843765,82.78031484,10.1,14.32506887,90.36305839,31.5,73.77209402,524.3784425,93.87637204,0.0,15.34824763,99.9,13.1,0.260799902,0.0,25.56664536,36.37818498,5.599324705,0.0,0.0,0.0,0.0,15.2310199,15.37654514,0.0,16.26816559,17.93573488,0.0,69.48453608,10.08136535,14328,23.55527638,13.78419877,0.746789503,0.348967058,0.027917365,10.94360692,73.27610274,1.6525890559999998,52.1705751,67.37967914,3.0,0.0,3.0,5.4,0.57,570,57.0,46.1,616.4,389.5,19.206,48.15,14.7,21.19456514,0.050925925999999996,0,18.9,14.4,0.412371134,0.0,7.689,34.89670575,15.8,45642.0,8.559796438,3.5,37.64664373,4.7390841319999994,41.06296938,9.095378563999999,209.4,14098.3,0,1102
47021,90,4500,Tennessee,Cheatham,10215.37586,17.52144312,4.059582963,4.414612466,8.729908604,20.28595717,8.8,18.8,48.88121724,15.69167426,28.57142857,267.8,27.41768957,54.54996,17.31002,33,48,89.92094862,55.81119779,13.4,3.6184892189999998,30.95847712,8.678403174,282.8232041,128.9007464,10.6,12.40976281,83.72141157,60.7,74.45819094,494.4662795,55.12223355,7.273877293,13.33853852,158.4,9.7,0.5675880010000001,52.21758987,20.79471671,33.67775325,4.3060200669999995,9.595202399,0.0,0.0,0.0,34.21985409,24.70538247,5.377943976,22.98268695,20.98384244,0.0,77.18031033,10.06074147,40439,22.15188308,1.849699548,0.544029279,0.47231632799999995,0.07418581099999999,3.229555627,92.49486882,0.44685351700000003,50.31281684,82.96125815,11.0,1.0,12.0,14.671,0.77,836,77.0,29.7,405.2,318.2,15.536,71.41,8.2,4.983846327,0.032172313,1,14.1,11.7,0.5551096839999999,0.4,8.451,51.93006751,9.6,62786.0,13.67999717,2.6,31.52680473,9.181453921000001,36.70862225,11.82699031,222.6,11127.9,0,1011
47113,332,10948,Tennessee,Madison,9934.210571,23.53672812,4.509880475,4.709193691,9.683017122,22.45490355,6.5,30.3,77.29566403,13.49297549,28.16901409,742.5,29.15406074,131.08979,66.59495,44,51,87.41188318,58.37231057,28.9,4.960685484,44.99818775,15.56691212,833.7742146,76.93897471,10.0,16.99381554,84.51165166,15.5,75.55566751,472.0872612,80.17163505,9.134994925,14.70478677,297.7,17.5,10.60869758,12.97322395,13.11785077,37.246930400000004,3.87919582,11.53971886,0.0,0.0,0.0,42.37617005,39.81089524,12.24332739,15.16423868,18.41624395,0.0,62.44798431,15.38993554,97605,22.40868808,37.43763127,0.35039188600000004,1.1474821990000001,0.043030582000000005,3.9946724039999997,55.71743251,0.966579292,52.63972133,25.82660183,27.0,3.0,30.0,37.11,0.74,3136,74.0,40.3,406.6,293.5,17.555,44.86,13.5,41.36381319,0.08741579099999999,3,14.8,11.3,0.919716929,0.7,7.6979999999999995,5.122688387,17.6,50401.0,16.00811471,3.6,36.60432945,9.707871975,43.63006525,8.31521366,340.1,11216.6,0,490
47045,108,5385,Tennessee,Dyer,11276.67491,20.9216902,4.591198826,4.81132025,11.04313246,22.95354508,6.7,34.0,61.61210382,13.58141922,24.32432432,635.3,43.89380531,42.70881,53.59056999999999,35,49,96.30390144,54.29143939,26.0,4.498914252,40.12571429,12.54571177,771.4143034,66.3767331,10.2,12.20485534,87.80705104,20.6,73.17461298,578.2002913,69.14672936,10.06404392,14.78387436,108.8,15.1,13.65651342,0.0,19.26076431,35.68472754,3.695628475,14.57446809,0.0,0.0,0.0,45.60334712,41.29098157,0.0,15.30643881,12.74433276,0.0,62.13438735,10.98719537,37320,23.92015005,14.07824223,0.37513397600000004,0.793140407,0.032154341,3.5557341910000004,79.77224009,0.45854680299999995,51.78456592,42.86422329999999,9.0,1.0,10.0,15.327,0.59,1501,59.0,37.9,617.8,392.9,17.95,69.31,13.2,17.76932084,0.046323481,1,19.5,11.0,0.026350461000000002,0.0,7.2010000000000005,13.39764202,17.3,48770.0,9.949429613,4.9,43.80375161,9.239094999,43.07665671,8.885884594,289.4,14429.3,0,718
47053,115,6448,Tennessee,Gibson,10783.56548,20.2891107,4.319908253,4.7770912,8.926875594,22.40518465,7.4,35.4,53.09260713,13.32144458,26.47058824,653.6,37.16028841,42.76028,40.77888,42,51,94.18960245,56.32213609,22.8,4.979265708,35.97586881,16.69687036,553.3524866,88.86977129,10.4,14.32620459,86.60376407,34.0,73.68965179,557.0523062999999,64.57526143,5.925574781,14.82509408,162.5,14.7,6.432172984,20.33112628,20.5492734,34.74150577,3.5367432830000003,0.0,0.0,0.0,0.0,46.2920833,43.81860738,6.367380488999999,17.61508888,17.04351778,0.0,69.42204651,11.94857016,49045,24.31848303,17.89580997,0.311958406,0.309919462,0.024467326,2.821898257,77.20460801,0.317294736,52.05015802,47.71450999,12.0,1.0,13.0,19.28,0.63,1800,63.0,41.2,543.0,410.9,18.287,57.93,17.1,21.91357397,0.064419087,2,19.5,11.1,0.197679863,0.1,8.974,10.19471914,14.3,46384.0,12.02944521,4.2,42.66213362,8.393334705,45.18196308,8.664977394,234.5,13147.1,0,1258
47151,64,3068,Tennessee,Scott,13262.58523,23.94527228,5.095200706,5.220852058999999,9.262166405,25.82043676,7.6,32.2,71.05002699,13.84201947,26.92307692,181.9,50.22550226,40.929559999999995,31.761879999999998,40,42,95.89041096,41.04787715,26.6,4.8849305560000005,38.90998861,6.821592615,230.02118019999998,101.8997016,9.3,14.15770609,84.95940038,31.7,72.10644565,649.8438197,83.66644975,0.0,16.41719791,33.1,15.7,1.716383699,15.15725654,18.81894874,34.88477828,3.8610038610000004,0.0,0.0,0.0,0.0,0.0,25.02770109,0.0,31.83191306,27.29456292,0.0,68.97621509999999,11.76399759,22039,24.30691048,0.213258315,0.335768411,0.290394301,0.009074822,1.04814193,97.14596851,0.116397498,50.90067607,80.55605543,5.0,0.0,5.0,8.519,0.58,241,58.0,39.9,410.4,384.8,17.183,106.31,16.3,1.97230573,0.059983565999999995,1,25.9,13.2,0.0,0.1,7.695,22.68705477,22.0,38750.0,5.688122452000001,4.4,51.31434514,6.903114187000001,48.58145657,11.34386868,290.4,13920.8,0,918
47039,40,1577,Tennessee,Decatur,8880.880906999999,22.829012,4.7500852469999995,4.963855632,8.474576271,22.698011100000002,7.7,34.7,48.48175555,12.80590818,36.84210526,255.3,32.50915751,34.03966,42.71314,35,47,94.95798319,49.42291838,24.3,5.261260661000001,28.15651472,6.80793124,257.26781580000005,99.05724826,9.7,12.31732777,83.84021789,34.3,75.86922131,483.938237,0.0,0.0,15.62288533,100.6,14.4,2.9471569239999997,0.0,20.76056957,33.49283873,5.513981883,0.0,0.0,0.0,0.0,25.71133253,18.78569461,0.0,0.0,0.0,0.0,76.48712957,9.698919789,11706,21.04049206,2.878865539,0.358790364,0.546728174,0.093968905,3.305996925,91.85887579,0.0,50.89697591,100.0,3.0,0.0,3.0,4.721,0.63,557,63.0,33.6,505.4,600.0,24.05,52.29,13.0,6.907472396,0.052531243,1,19.1,12.5,0.17304780399999997,0.4,8.071,42.71313856,16.0,45215.0,10.77694236,5.3,51.19602032,6.9395017789999995,44.85020122,11.90746201,341.7,13471.7,1,650
47119,295,13294,Tennessee,Maury,8509.100735,20.44358951,4.144508074,4.51249725,8.642437867,20.9946911,7.9,32.8,59.90785118,14.71286413,14.63414634,541.4,30.95280288,54.251709999999996,66.77973,42,54,90.85213033,60.69525501,15.2,4.0788213330000005,33.55168096,11.17585148,452.9079337,78.26465906,10.0,13.65156583,86.34543964,43.7,76.08799308,428.44969050000003,57.31061182,6.465517241000001,13.61018235,181.9,11.7,7.1178335960000005,21.33939034,15.27196279,35.86846348,4.12486564,8.883768561,0.0,0.0,0.0,35.97969924,30.95404382,5.036498366,16.19300425,14.22993801,0.0,68.59883236,11.61397364,94340,23.41954632,11.63769345,0.493958024,1.0048759809999999,0.051939792,6.145855417000001,78.99194403,0.7885475690000001,51.76383295,41.59296408,28.0,2.0,31.0,33.332,0.85,2500,85.0,31.7,325.2,226.5,16.334,60.21,11.5,15.71132597,0.041341654,1,14.1,10.2,0.708924103,0.2,7.962999999999999,19.07992368,8.5,66434.0,15.55310952,3.2,31.07272427,10.3445515,38.38722364,8.953307656,312.7,14091.6,0,761
47047,132,4956,Tennessee,Fayette,8053.603225,20.87013538,4.1324994880000006,4.364046715,9.419044345,20.30053268,8.0,25.3,48.26230703,13.03211882,25.0,539.5,24.90448564,34.96853,27.1558,34,51,90.43062201,57.93188438,20.9,5.212745806,32.51565095,9.491457687999999,258.3781018,78.16084999,10.0,12.70107239,87.9165709,61.3,77.98945898,385.746238,47.64022105,0.0,13.30032895,190.8,13.4,2.426842658,11.65375043,14.51073432,35.16905077,4.546014537,10.27932961,0.0,0.0,0.0,33.14076762,30.72980836,6.529830442000001,13.61385685,17.14496064,0.0,79.66904607,8.664111689,40507,18.99671662,27.38539018,0.38018120299999997,0.708519515,0.041968055,2.8834522430000002,67.79322093,0.337317397,50.78134643,79.04355296,11.0,1.0,12.0,15.084000000000001,0.72,1254,72.0,44.0,396.1,280.8,22.07,42.73,11.8,30.33104908,0.04600901599999999,1,15.7,9.9,0.603504218,0.1,8.795,12.34354556,11.2,67345.0,14.66711841,3.6,41.79337701,7.848069425,41.44786948,10.64904119,325.9,12234.9,0,2250
47063,259,8535,Tennessee,Hamblen,10116.527090000001,22.79604304,4.61888273,4.808512198,8.230072129,22.2518042,6.7,36.6,64.58173446,13.33887395,23.80952381,336.0,42.62877442,62.23066,60.4005,44,45,94.10852713,40.86162737,24.2,4.554815462,31.29143646,13.37959146,475.8715777,96.21743259,10.3,16.81669394,84.99304697,22.4,75.21232051,501.11430839999997,65.68974229,6.787330317,14.89972895,107.1,12.6,18.90969323,24.39898043,14.61038596,36.83921194,4.1401482839999995,0.0,0.0,0.0,0.0,46.75093435,38.69867038,2.697302024,21.75686785,14.416944299999999,0.0,66.38400721,12.55678409,64569,23.07763788,3.7696108039999996,0.87348418,1.067075532,0.274125354,11.98562778,81.13026375,2.7579179469999997,51.18400471,21.87260169,17.0,2.0,19.0,24.343000000000004,0.7,2010,70.0,34.6,370.4,205.4,18.502,81.53,12.3,12.1117038,0.054266113,2,18.7,14.4,2.888042276,0.4,8.107000000000001,7.743654075,14.4,46842.0,10.67246799,3.9,44.32676277,8.881578947000001,45.13639354,7.813921747,401.1,13218.4,0,561
47101,43,1568,Tennessee,Lewis,11509.91641,21.93054861,4.749260486,4.806889022,9.063136456,22.56420968,8.1,30.8,21.10023847,14.05906651,10.0,299.1,49.52538176,16.6182,33.096140000000005,37,39,93.38235294,45.25160802,24.8,4.120280859,42.95352324,10.801828,484.39408619999995,105.3776031,9.5,8.217716115,76.35427394,33.6,74.75928631,530.3780492999999,0.0,0.0,15.00184132,79.3,13.3,1.81374618,0.0,17.93357404,34.77021118,4.144687265,0.0,0.0,0.0,0.0,18.67269043,25.0900288,0.0,32.04534964,30.10788659,0.0,78.16309374,5.730968858,12086,21.52904187,1.952672514,0.5957305970000001,0.645374814,0.049644216,2.38292239,93.23183849,0.061952385,51.24110541,70.19159609,3.0,0.0,3.0,4.663,0.61,221,61.0,43.1,449.4,234.0,21.299,60.16,15.4,4.591836735,0.08792622800000001,0,18.4,13.1,0.756620429,0.7,7.501,41.37018037,15.2,45874.0,6.622594735,4.0,46.21961269,10.77147016,45.115379299999994,18.08943089,355.8,12973.7,0,1511
51001,203,2789,Virginia,Accomack,9630.476973,20.08919894,4.189458547,4.176000043999999,9.875612514,18.31692932,7.9,36.1,37.39597154,15.48057244,36.36363636,648.3,31.04831676,49.1627,46.27916,42,44,85.9,45.12724118,27.0,4.160475556000001,45.93168157,10.75434014,225.8679893,87.24938681,8.7,15.12301013,78.07184751,26.4,76.21501043,444.064897,81.3218497,8.298755187000001,13.48504893,337.0,14.1,2.092269243,13.27831345,19.96640435,36.75018527,9.157616672,0.0,2.888855668,2.890537979,66.65383134,20.854301500000002,19.253833399999998,9.983202177,14.96737848,15.86352488,20.33333333,67.85314529,11.70307085,32412,20.535604100000004,27.97112181,0.694187338,0.780575096,0.172775515,9.339133654,59.97161545,4.205986315,51.20017278,100.0,10.0,1.0,11.0,13.527999999999999,0.75,1184,75.0,37.2,436.1,190.2,24.551,51.37,11.3,31.67185877,0.099940863,0,13.3,17.0,2.2610252969999998,0.9,10.472999999999999,15.42638529,16.4,47335.0,11.2604756,3.5,37.08389818,10.46617224,40.86347481,9.831152694,626.3,8604.8,0,1621
51003,213,5666,Virginia,Albemarle,4276.541814,12.78891368,3.142011749,3.532110908,6.484227555,13.81823613,8.7,17.5,77.38001415,20.72193041,37.09677419,309.2,5.970592604,149.48655,98.41976,50,59,92.7,77.15532219,9.6,4.569348499,24.8964008,10.21336651,100.2437205,56.79581623,8.5,12.95967537,76.74523052,22.2,83.00427090000001,218.9092681,20.75454294,2.916611428,10.87610688,156.0,9.1,3.655561459,6.495555184,8.257291797999999,30.62845027,5.6650463989999995,0.0,3.3287302339999996,3.222901307,30.36902601,38.46682542,29.28602906,2.03048159,11.19509783,8.809912087999999,21.91919192,62.52092977,13.48026653,108718,19.80168877,9.430821023,0.38356114,5.585091705,0.0929009,5.949336816000001,76.60185066,1.820909163,52.19742821,45.02273416,36.0,3.0,39.0,40.015,0.89,1351,89.0,22.7,201.2,115.5,19.35,35.66,6.8,18.44389074,0.047157316,4,9.0,9.7,1.9427755340000001,2.3,7.712999999999999,4.599054434,6.7,86332.0,28.4642911,2.5,34.46705063,10.43166086,40.18547366,12.04002643,195.9,5211.6,0,1222
51005,58,1312,Virginia,Alleghany,8808.985079,16.12154572,3.878082698,4.07497257,7.49724366,16.91467744,8.0,27.6,100.0,16.22653864,29.41176471,211.6,27.85602504,46.29017,26.82763,46,45,93.6,49.44497304,21.1,5.425650772000001,34.51172559,16.53220474,195.93591,80.39002126,8.7,11.83345508,86.56040269,32.3,76.25312693,453.0772673,0.0,0.0,13.00560155,156.9,12.0,4.727222029,0.0,21.00168927,33.94724878,4.855023601,0.0,2.996934485,3.008718593,51.55251142,43.9043222,39.83075106,0.0,0.0,0.0,60.71428571,77.68877021,10.54945055,14910,18.57813548,4.600938967,0.28839704899999996,0.28839704899999996,0.087189806,1.462105969,91.48222669,0.07530636,51.09993293,52.39384615,5.0,0.0,5.0,6.8660000000000005,0.68,80,68.0,33.0,381.7,179.4,25.471,58.53,10.9,7.987701164,0.061753567999999995,1,18.5,10.4,0.044503783,0.8,8.859,33.53454058,11.5,53341.0,9.093338082999999,3.4,45.69229561,11.20643432,46.99758931,9.497016197999999,389.0,8799.5,0,1657
51007,49,870,Virginia,Amelia,10421.694370000001,15.53996066,3.62632302,3.884821239,7.03043022,17.35952497,8.1,28.1,7.596532702999999,16.61480515,44.44444444,276.5,18.05778491,7.68049,30.738490000000002,39,48,90.3,49.55095666,13.2,4.9010663260000005,28.59200576,9.984639017000001,117.1051604,115.9124629,8.9,12.33480176,84.72627146,69.5,75.7811181,475.79871569999995,0.0,0.0,11.9708781,128.4,11.1,5.756433392999999,0.0,31.03937567,34.90847698,8.205494113,0.0,3.1903238060000003,3.1467057,48.4375,7.233478777,2.6520142890000002,0.0,27.76566581,32.45548961,46.15384615,84.27646690000002,12.75065388,13013,20.47183586,20.387304999999998,0.57634673,0.6147698460000001,0.046107737999999995,2.858679782,74.17198186,0.710156895,50.69545839,100.0,3.0,0.0,3.0,4.699,0.65,125,65.0,43.2,348.4,176.4,20.061,44.53,10.5,24.24148125,0.033624175,0,13.8,13.6,0.730841512,1.0,9.626,38.42311535,9.3,60096.0,10.92319293,3.2,39.41745712,4.4966175889999995,38.47120945,14.31939642,376.5,6685.6,0,4338
51009,120,2886,Virginia,Amherst,7514.2282829999995,16.05907307,3.643617978,3.968512159,7.62195122,16.90782775,8.0,29.7,53.67972058,16.51968908,17.24137931,364.0,22.58556187,22.15611,22.105729999999998,34,51,93.2,59.77243267,18.5,4.06372549,31.03168156,13.61017915,133.0807409,66.73045931,9.1,12.75904104,83.02333682,29.4,78.35801421,366.9278318,43.74279238,0.0,12.31770866,143.3,11.4,6.150547092,0.0,15.21865628,36.32582501,6.2859739470000005,11.02135026,3.160765862,3.086381109,51.72924901,19.09492891,13.82499492,0.0,15.01897644,15.73831587,27.24137931,77.62371305,9.173517958,31666,19.60146529,18.87513421,0.9094928309999999,0.549485252,0.044211457,2.595844123,74.8942083,0.5931866379999999,51.46845197,63.66333879,7.0,1.0,8.0,12.11,0.58,423,58.0,28.8,329.6,179.3,21.601,46.4,14.5,22.82792798,0.053839802,0,14.8,12.1,0.29060112899999996,0.6,9.877,15.789806099999998,12.0,56218.0,12.86801919,3.2,42.46179579,8.815047022,42.53565288,7.4628926479999995,379.0,9113.9,1,2436
51011,67,1574,Virginia,Appomattox,8717.702462000001,16.56063666,3.800377376,4.014464268999999,8.555729984,17.13461968,8.5,36.5,54.73185067,16.60606108,36.36363636,459.2,26.61962797,12.75429,12.62547,37,52,93.8,60.21745191,19.4,4.606335252,29.48564593,16.58057522,113.91745870000001,79.80435062,9.0,12.47906198,79.5342067,51.3,76.49596135,396.9503572,118.9502639,0.0,12.60098911,182.0,11.5,0.7037307079999999,0.0,21.2819113,34.61781667,6.783558493999999,0.0,3.156922653,3.09442003,49.29515419,5.270045971,5.71744406,0.0,22.48628784,21.88183807,45.625,77.65381459999999,9.186978013,15841,21.14765482,18.85613282,0.321949372,0.34088757,0.04418913,1.647623256,76.80701976,0.313138189,51.44245944,100.0,2.0,0.0,3.0,5.9479999999999995,0.42,220,42.0,40.7,385.5,214.7,21.155,42.71,15.9,22.16087822,0.05127774,0,16.8,11.8,0.393765381,0.6,11.112,31.56366391,12.6,54609.0,13.74842541,3.5,43.33438139,10.57988896,39.84694412,6.058091286,423.0,9936.2,0,2640
