FIPS,Hospitalizations,Cases,State,County,Years of Potential Life Lost Rate,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Primary Care Physicians Rate,Dentist Rate,% With Annual Mammogram,% Vaccinated,High School Graduation Rate,% Some College,% Children in Poverty,Income Ratio,% Single-Parent Households,Social Association Rate,Violent Crime Rate,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,Life Expectancy,Age-Adjusted Death Rate,Child Mortality Rate,Infant Mortality Rate,% Frequent Mental Distress,HIV Prevalence Rate,% Food Insecure,% Limited Access to Healthy Foods,Drug Overdose Mortality Rate,Motor Vehicle Mortality Rate,% Insufficient Sleep,% Children Uninsured,% Disconnected Youth,Average Reading Performance,Average Math Performance,% Enrolled in Free or Reduced Lunch,Black/White Segregation Index,non-White/White Segregation Index,Homicide Rate,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,Juvenile Arrest Rate,% Homeowners,% Severe Housing Cost Burden,Population,% less than 18 years of age,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,internet_consumer,internet_nonconsumer,internet_all,internet_hhs,internet_ratio,covid_cases,internet_percent,%  Adults with Obesity,Heart Disease Death Rate,Hypertension Death Rate,% Adults 65 and Older,COPD Mortality Rate,% Diagnosed Diabetes,% Nonwhite,% households wo car,Number of Hospitals,% disabled,% Without Health Insurance,% Limited English Proficiency,% workers commuting by public transit,% Veterans in Civilian Adult Population,opioid death rate,% Below Poverty,Median Household Income,% No College Degree,Unemployment Rate,% Not in Labor Force,% Jobs in Leisure and Hospitality,% Part-time,% Self-Employed,Hospitalization Rate,Case Rate,Presence of Water Violation (dummy Y/N),Other Primary Care Provider Ratio (:1)
13081,161,1429,Georgia,Crisp,10526.04447,25.67457894,4.545721887,4.549383748,13.38345865,21.31708527,6.2,30.6,42.63833781,12.02465049,0.0,699.3,52.48508946,83.56791,53.095,46,39,87.91208791,47.45927075,43.0,5.746724891,54.40993789,8.356790992,288.1969273,73.76638887,11.0,21.15158637,80.56178449,18.6,75.81264264,508.9707029,94.64575446,13.39285714,15.45160009,602.3,21.2,5.80873268,0.0,13.05848335,39.64904729,6.759735489,0.0,2.822316551,2.760372287,97.19032495,22.48930873,21.77868617,12.43665081,22.57966874,28.10148148,0.0,57.50990515,16.85496584,22601,24.17592142,44.201584000000004,0.322994558,1.398168223,0.08849166,3.49984514,49.56860316,0.729585633,52.71448166,47.02845685,4.0,1.0,5.0,8.312000000000001,0.48,583,48.0,36.1,343.0,291.6,19.261,54.03,15.4,47.01917185,0.124759384,1,17.9,16.5,0.48024973,0.4,6.6,22.12291492,26.7,40482.0,8.955815336,3.9,46.88027931,13.22845906,45.9290801,10.95148635,712.4,6322.7,0,706
13273,111,563,Georgia,Terrell,9642.673401,25.81893881,4.395052556,4.444907021000001,12.48423707,21.25589768,5.7,25.6,63.95061728,11.75435571,9.090909091,1122.7,53.58150028,0.0,11.61305,49,37,91.39784946,47.07021792,44.5,5.4770716010000005,65.93352884,11.45606599,377.7987666,67.33704435,10.9,20.39274925,81.01034693,37.6,74.89755478,495.2895362,0.0,0.0,14.99687465,459.7,24.8,4.191428098,0.0,25.55135023,40.9487905,6.683291771,0.0,2.6143426990000003,2.327833344,0.0,47.19012467,47.25592384,0.0,0.0,0.0,0.0,56.69849092,17.23292469,8611,23.07513645,60.03948438,0.5690396010000001,0.418069911,0.162582743,2.694228313,35.57078156,0.132434385,52.13099524,52.05582394,2.0,0.0,2.0,3.29,0.65,330,65.0,35.2,342.2,443.2,20.08,55.72,10.9,63.17868834,0.118541033,0,15.0,16.6,0.0,0.6,7.496,58.06526536,28.2,37122.0,5.704753962000001,5.0,50.06402049,7.784145177,48.53432282,10.33969011,1289.0,6538.1,0,4306
13027,87,939,Georgia,Brooks,9327.452981,21.64119936,3.982257156,4.127222148,9.174311927,18.90686641,7.3,30.0,21.12910177,13.36115896,33.33333333,423.4,41.28440367,19.24681,6.44621,41,38,87.24832215,52.45407184,33.7,5.651991166,40.446140299999996,7.698723295,527.2051369,79.62703723,10.7,19.59876543,78.99511514,36.9,74.87354798,455.4117328,72.89692375,0.0,13.44490423,408.8,16.2,3.6598132910000003,0.0,18.38539464,38.09760877,8.815028902,0.0,2.583591689,2.483755206,98.78900792,32.71129791,29.06077453,0.0,19.02570926,16.69599168,0.0,74.77165354,17.95090351,15513,21.78817766,34.39695739,0.399664797,1.0571778509999998,0.22561722399999998,5.866047831,56.81041707,2.056747217,51.2086637,71.03983254,3.0,0.0,4.0,6.337000000000001,0.52,526,52.0,30.4,380.6,378.4,19.959,57.74,10.3,38.43297913,0.063436958,1,17.4,20.0,0.913385827,0.7,9.648,32.23103204,21.9,39554.0,12.59828287,3.4,44.57918407,3.837001785,47.45477493,13.20381956,560.8,6053.0,0,3103
13093,90,784,Georgia,Dooly,9610.258034999999,23.52259437,4.1247049989999995,4.037991557,12.22222222,19.58200078,7.1,32.9,21.49081646,12.98941899,16.66666667,422.2,34.33133733,7.279610000000001,29.1843,43,35,82.95454546,33.57411153,38.2,4.824958551,43.58872569,7.2796098129999995,155.1102541,67.69505538,11.2,19.55252918,80.12371134,29.7,79.23202843,411.6243137,0.0,0.0,13.38890787,320.3,18.9,1.004682549,0.0,21.41742563,40.14727311,8.016032064,0.0,2.52101178,2.135946165,61.27760252,3.328196451,2.433583815,0.0,0.0,14.40320327,0.0,69.80045258,10.38167939,13706,17.18955202,48.93477309,0.26995476399999996,0.7150153220000001,0.072960747,6.872902379,42.42667445,1.671413581,45.63694732,53.66671136,2.0,0.0,2.0,5.171,0.33,346,33.0,39.2,352.2,129.8,21.09,47.45,19.1,54.85796476,0.096886482,0,21.2,17.3,1.131454433,0.0,7.229,36.48037356,28.2,37109.0,7.88385926,3.8,56.46836638,4.192421392,51.24902853,8.508547848,656.6,5720.1,0,1713
13249,21,209,Georgia,Schley,9369.602605,20.14361607,3.985974661,4.218621284,10.0591716,18.294648499999997,7.6,27.9,25.149700600000003,14.8684755,0.0,230.2,14.52282158,0.0,0.0,35,44,97.32142857,59.90528808,24.6,5.639744675,37.03403566,11.50968732,155.0838422,57.964293999999995,11.1,13.45646438,86.32887189,30.3,80.61829086,378.153253,0.0,0.0,13.6641449,140.2,16.5,0.28740119,0.0,0.0,36.14491218,8.369408369,0.0,3.4932446589999997,3.12496813,52.42424242,16.27967869,11.57929706,0.0,0.0,0.0,0.0,69.73894513,15.86826347,5236,25.0,19.80519481,0.114591291,0.840336135,0.0,6.245225362999999,71.92513369,0.384693258,52.559205500000004,100.0,1.0,0.0,1.0,1.925,0.53,106,53.0,27.5,378.1,318.7,17.843,46.14,18.1,33.71713683,0.06961039,0,16.6,15.8,0.0,0.0,8.046,95.49274255,15.9,51129.0,7.841981132000001,3.9,47.41873805,2.7108433730000003,44.12907081,6.636971047,401.1,3991.6,0,1047
13145,155,2144,Georgia,Harris,5890.627778,13.36886811,2.899200792,3.486737601,8.752515091,13.69267077,9.0,24.6,14.51099176,17.01872998,25.64102564,179.9,15.86661288,35.38257,17.40392,40,42,92.35955056,73.00629942,12.8,4.294009459,24.28395231,9.140498305,123.70378290000001,57.63551774,11.3,9.444444444,85.64545935,39.3,80.39498413,295.831976,37.61583969,0.0,10.63678314,129.0,8.8,0.17587775100000003,10.77987495,15.41676659,33.95481404,6.256436663,0.0,3.42392853,3.12837424,37.43860975,16.14675267,13.15430254,0.0,14.22912787,11.88361191,0.0,86.00921204,8.856615178,34475,21.27338651,16.40609137,0.501812908,1.142857143,0.136330674,3.799854967,76.57432922,0.134316237,49.97824511,96.6837372,9.0,1.0,10.0,12.088,0.76,802,76.0,30.2,361.9,361.4,19.317999999999998,44.01,13.2,20.85739804,0.029533422,0,18.2,11.9,0.131600592,0.5,13.005,14.50326323,6.5,74052.0,17.30930077,3.1,39.57025153,16.37224549,38.78810548,10.27149321,449.6,6219.0,0,6895
13111,174,2112,Georgia,Fannin,9733.983065,17.17608164,3.677597055,3.999289154,7.771664373999999,15.71593959,8.6,29.6,80.16637108,14.28132424,12.5,110.6,32.48315688,43.440490000000004,19.25743,36,44,94.31279621,46.20376379,27.2,4.546196885,29.63675728,15.40162704,124.32914070000001,96.58569566,9.4,13.60201511,78.73538328,31.5,76.9354744,426.2646117,64.06523005,0.0,12.58596149,167.9,10.8,0.49281686,21.00123382,19.8257665,33.32507073,10.23371908,0.0,3.156055999,2.7033505539999996,60.41313918,0.0,29.35707669,0.0,21.41250401,16.09761594,0.0,78.14740465,11.08967198,25964,16.59990756,0.712525035,0.462178401,0.666307195,0.050069327000000004,2.530426745,94.64258204,0.78973759,51.43275304,100.0,11.0,1.0,12.0,10.175,1.11,706,111.0,29.2,348.7,170.1,30.613000000000003,67.36,9.3,3.069207623,0.046584767,1,24.5,19.2,0.831660453,0.2,10.593,19.25743337,12.1,47980.0,13.44709549,3.3,46.86115214,18.52628426,48.77389859,21.72434487,670.2,8134.3,0,1298
13233,378,3925,Georgia,Polk,10411.14272,19.57340406,3.8176498889999997,4.09747144,9.095330739,17.85788786,7.8,29.2,79.75889090000001,15.79385419,10.81081081,425.3,46.87675227,28.513720000000003,25.90064,41,45,80.48780488,43.08158243,31.2,4.628026096,42.60533509,11.64310324,568.9745114,90.4358145,10.9,17.41761937,84.98527413,35.9,73.85063386,545.9402076,60.35563397,7.383706621,13.14790338,117.7,12.8,5.155191216,15.83142697,21.27958978,36.3013778,7.929315813,13.20145337,2.627253688,2.666084733,85.53017736,22.67366156,15.09439438,5.491507041,19.875622500000002,21.05384041,34.31818182,65.01898608,13.94698188,42470,25.37791382,12.29573817,0.802919708,0.73934542,0.19543207,13.65669885,71.60348481,3.3816176089999996,50.57216859,51.42133816,10.0,1.0,11.0,14.949000000000002,0.67,1514,67.0,42.0,539.4,159.9,15.710999999999999,84.82,15.9,22.73371615,0.077664058,1,15.5,18.8,2.7379921389999997,0.4,8.476,11.77301625,16.2,47896.0,7.152987381,3.6,43.20976241,10.79510434,38.7606739,8.856311426,890.0,9241.8,0,2654
13315,72,474,Georgia,Wilcox,9778.345116,21.85821341,3.92426836,3.936141118,12.05787781,20.17208921,7.5,29.1,20.64829822,15.33059381,0.0,443.2,58.63402062,11.36364,34.04448,41,35,93.68421053,31.36327817,35.3,5.069171215,41.63217031,4.545454546,257.639305,74.86897929,10.9,12.96296296,86.06315790000001,38.9,75.83706559,467.572808,0.0,0.0,12.81400583,679.5,17.0,0.436375241,0.0,0.0,38.19319774,9.610849057000001,30.12820513,2.956805442,2.99888818,94.092827,22.79921559,19.42708806,0.0,22.5099385,22.68756948,0.0,75.97851113,9.217758985,8812,18.98547435,34.15796641,0.317748525,0.748978666,0.011348162,4.845665002,58.62460281,1.7187873,40.26327735,100.0,0.698,0.698,1.0,2.676,0.698,249,69.8,34.7,355.4,303.0,18.17,73.82,21.0,37.19195116,0.047458894,0,15.7,17.1,1.611665388,0.4,7.6739999999999995,56.74080799,29.4,38261.0,6.471881872000001,4.5,63.04675716,0.7259528129999999,60.377682400000005,13.03353659,817.1,5379.0,0,0
13215,1147,14172,Georgia,Muscogee,11063.83077,20.73460642,3.8315313669999997,4.147275565,11.66863347,20.05814291,6.0,31.7,87.65357979999999,14.87156376,26.66666667,937.9,41.36031504,102.03135,58.199419999999996,38,40,89.46890604,65.83428924,28.4,5.191036003,48.81006675,10.25466613,566.9205871,74.35403664,11.9,19.51667801,79.54472966,14.8,73.96955373,530.6448134,92.06055309,10.76792292,13.18211534,605.6,19.7,11.82370708,10.41483482,11.66805675,40.90638666,4.93275373,8.758844903,2.839886931,2.6457929019999997,77.88141448,60.01019803,52.21693184,12.60438229,12.41333824,21.576852600000002,46.94915254,48.01711371,18.29999575,194160,24.77956325,46.42202307,0.5098887520000001,2.79460239,0.248763906,7.667902761000001,40.04841368,1.201679058,51.406571899999996,2.9775917,57.0,6.0,63.0,73.179,0.78,6094,78.0,37.8,502.7,528.4,13.73,59.25,14.3,55.99125439,0.108050124,7,17.6,14.5,1.526246503,1.5,14.7,5.15039143,18.4,47035.0,15.34280838,4.5,49.0987677,12.98298044,45.5395099,7.322943077000001,590.7,7299.1,0,492
13023,47,799,Georgia,Bleckley,9943.41281,19.12008047,3.847917839,4.104923523,6.9886947589999995,18.01917368,7.2,32.2,79.52997015,15.00492826,12.5,670.3,21.27197743,31.17693,15.57875,34,47,91.97860963,53.74605678,28.0,5.6306891189999995,44.89409985,10.91192518,354.53849560000003,70.67026823,11.0,13.48039216,86.58624849,38.2,76.06976692,498.44556320000004,0.0,0.0,13.28379581,434.5,17.1,3.086677204,0.0,14.54789615,35.81979265,6.897865854,0.0,3.1695289719999997,2.934206023,71.88235294,31.29586032,35.34762428,0.0,17.63527407,18.84540486,0.0,71.59309021,12.3236625,12838,20.40816327,26.30472036,0.218102508,1.043776289,0.015578751000000002,3.1157501169999997,68.21934881,0.48869378,52.29786571,51.58845594,2.0,0.0,3.0,4.155,0.58,446,58.0,40.7,392.9,150.8,17.137,84.52,4.7,30.30919765,0.06353790599999999,1,16.8,14.6,0.7437619959999999,0.1,7.655,38.94687646,18.5,48115.0,9.425550885,5.0,56.64944508,10.81285444,52.53326822,4.54244763,366.1,6223.7,0,1426
13275,347,3534,Georgia,Thomas,9550.708540000001,20.440507399999998,3.9280928669999997,4.132936427,10.63932449,17.88825378,6.2,26.1,45.86314848,14.05366041,17.94871795,618.6,42.39583333,96.02716,47.24622,49,46,87.47855918,61.40498968,30.7,5.1113988180000005,49.95242626,14.96237075,264.48665550000004,69.48867914,11.2,19.86103069,80.53946715,21.7,75.6481048,462.1499026000001,81.40102798,9.302325581,13.45259578,370.0,17.2,13.99851094,7.436326455,18.46604476,37.11820572,8.146195108999999,8.028503563,2.852688262,2.551446333,74.09023074,35.65814227,34.9833532,0.0,12.12486779,10.24512577,45.58139535,63.18003688,17.16559535,44448,23.69960403,35.82838373,0.605201584,0.985421166,0.06074514,3.934935205,57.68763499,0.929110538,52.64803816,46.02191413,13.0,2.0,14.0,17.254,0.73,1505,73.0,36.3,359.9,285.7,18.680999999999997,45.34,9.9,39.93069528,0.07279471400000001,2,17.6,17.0,1.0603964959999999,0.1,8.616,11.24910007,18.0,47978.0,13.86220058,4.0,53.11299001,9.408156082,41.36021998,9.698430607999999,780.7,7950.9,0,468
13229,133,1247,Georgia,Pierce,8978.739090000001,18.16523767,3.816532305,4.111670799,8.265895954,18.24851222,7.8,39.3,65.81725131,15.86261254,25.0,398.8,46.01006470000001,25.89734,10.31513,35,40,90.84249084,47.53401361,27.4,4.707827687,39.63795256,9.323043456,324.8199083,77.11466116,10.1,12.23902088,86.39061058,30.2,75.62760953,484.1694853,0.0,0.0,13.15493053,126.1,12.9,5.233948368,0.0,17.944864399999997,35.25757543,7.479058636,0.0,3.2779479119999997,3.4088441210000004,57.81848004,24.85405425,19.56227006,7.477026835,14.69091821,15.63135024,0.0,76.18778281,9.601634321,19389,24.79240807,8.473876941,0.8664706790000001,0.660168137,0.08767858099999999,5.059569859,83.9187168,0.8408976999999999,50.55959565,79.35280947,4.0,0.0,5.0,6.975,0.61,620,61.0,35.5,430.8,234.8,17.442,84.59,10.1,14.41243999,0.045017920999999995,0,17.0,17.2,0.438348416,0.3,7.317,25.78781783,16.4,46701.0,6.665638019,3.4,41.97464977,9.275639493,47.44091141,8.427339084,686.0,6431.5,0,19389
13119,152,2330,Georgia,Franklin,10541.913040000001,19.288313100000003,3.959808963,4.231822274,9.034589572,18.35444407,7.9,32.6,33.98387973,14.946200099999999,12.5,315.5,40.94025465,26.29273,21.71741,38,52,91.31832797,45.61749064,25.5,5.234620142,37.46958638,15.33742331,145.4348255,104.66745909999999,10.5,15.37530266,85.1794811,39.0,74.11904033,528.138717,85.8846115,0.0,13.73528206,111.4,14.8,0.47321501299999996,20.5390021,24.89769601,34.84488478,8.804664723,20.04219409,2.956007995,2.9746990939999995,56.30411255,33.47840796,21.6426574,8.299232002,23.83063042,23.06232149,0.0,65.76760987,14.35870562,23023,21.74347392,9.282022326,0.41697433,1.2248620940000001,0.073839204,4.625808974,83.16466143,1.484844186,50.95339443,88.92863612,5.0,1.0,6.0,8.322000000000001,0.63,775,63.0,27.4,474.1,246.1,19.174,73.04,13.1,14.106778,0.065368902,2,19.5,19.2,0.806742926,0.4,6.278,21.71741302,17.3,47691.0,9.861335053,3.5,46.14301192,12.52975818,49.46702672,9.964374393,660.2,10120.3,1,1212
13223,404,10672,Georgia,Paulding,6375.020189,15.33957578,3.22445454,3.7018672739999996,7.400136565,15.50594831,8.2,27.1,79.66260083,19.72535384,13.95348837,327.4,14.37711897,15.67939,15.84941,40,46,86.34520054,65.99409676,11.7,3.498702306,27.32020221,4.139358399,143.3223035,58.03681815,10.7,14.4256723,84.20462046,60.7,78.92558192,329.5811227,47.36923132,5.361059215,11.31532169,141.7,9.9,7.436337896,15.43873119,11.37752975,36.21416439,6.790996207,6.9298340739999995,3.189809302,3.0322479039999997,40.56414613,28.01432331,23.49821531,3.8235960639999997,13.8451456,13.45224262,0.0,76.3767203,11.66537116,164044,26.11738314,20.00621784,0.422447636,1.224061837,0.089610105,6.700641291,69.82577845,0.654271626,51.31976787,20.05283719,0.698,3.0,0.698,51.397,0.698,2854,69.8,36.7,343.4,296.0,10.902999999999999,57.49,9.2,24.59188912,0.024106465,2,9.8,13.7,0.437114661,0.4,8.057,7.924703127999999,6.8,76580.0,14.82402097,2.9,30.17003154,15.57334813,38.29555177,7.989849277,246.3,6505.6,0,2524
13057,1264,22179,Georgia,Cherokee,5615.532696,14.86981209,3.1000190819999998,3.578508445,6.904761905,14.56346013,8.7,25.2,91.33503774,18.95030637,12.34567901,281.5,12.43682311,38.77644,48.00334,38,48,87.73584906,72.84669471,9.4,3.8351778110000003,19.31007268,6.907053677,93.20561029,56.26722719,11.2,13.18736004,78.88455435,59.3,80.05720612,276.86841680000003,35.44091348,4.626297934,10.88811904,145.8,7.5,7.1041628029999995,18.69759796,7.7864837510000005,32.89421993,6.916479384,5.223135418,3.24943532,3.1551989139999996,29.47446473,31.50982643,27.53628753,2.233332549,15.20139073,10.82379848,0.0,76.55228663,10.82651206,254149,24.43173099,6.783028852999999,0.5394473320000001,2.007483799,0.10072831300000001,10.80350503,78.39849852,2.590591437,50.750150500000004,17.10272177,81.0,6.0,87.0,83.15,0.97,6218,97.0,28.0,301.1,198.1,14.524000000000001,49.51,9.8,13.582324,0.028574865,1,9.9,14.1,2.327993009,0.5,7.907,13.77144903,6.5,88635.0,26.42891508,2.7,29.85756045,14.59636397,36.55490219,10.96923742,497.3,8726.8,0,1911
13123,208,2469,Georgia,Gilmer,9677.015862999999,17.22028892,3.63319373,3.898065729,7.2633552020000005,15.63764656,8.4,35.6,87.31443518,15.12137321,5.263157895,189.1,42.35211761,52.16144,32.45067,37,43,83.76383764,45.37357744,30.2,4.234941995,29.40379404,6.846188955,270.8540474,96.352006,9.9,13.43216532,71.96733125,40.8,76.90414596,411.5205764,67.07751646,0.0,12.56650582,151.1,10.6,3.292257179,19.73186587,24.73075002,32.85669194,11.74267101,0.0,2.694513198,2.675933937,65.43209877,34.1691259,35.13956132,0.0,18.00755374,22.74977919,0.0,74.83898669,11.13926342,30816,19.16536864,0.632788162,0.6976895120000001,0.723650052,0.49000519200000003,11.90615265,85.49779335,3.689334086,49.90589304,87.64315001,0.698,0.0,0.698,11.468,0.698,852,69.8,25.0,369.2,182.7,25.538,56.73,12.3,9.357663257999999,0.053714684000000006,1,20.1,24.7,2.8767711460000003,0.2,10.479000000000001,16.22533749,14.6,57007.0,12.10422459,3.5,52.91011593,16.05491329,44.13824007,14.17100031,675.0,8012.1,0,3424
13083,62,1204,Georgia,Dade,8513.489802,15.99385834,3.4623430710000003,3.848390653,9.660574412999999,15.52889893,8.4,30.2,76.33619912,17.25837553,18.51851852,233.3,23.80391233,30.7031,30.814740000000004,41,42,92.1875,51.69172932,18.3,4.689487048999999,21.69749009,7.368744242999999,333.24161549999997,79.83198438,10.5,14.28571429,76.64846703,50.3,76.2666434,432.43991050000005,0.0,0.0,12.15016856,121.2,11.2,2.288257578,0.0,20.9757206,33.29038408,7.47039174,0.0,3.0274614389999996,2.982219695,56.73659674,0.0,26.58399492,0.0,21.50645302,14.7382125,0.0,74.29983526,11.03667137,16226,19.22223592,1.164797239,0.5916430420000001,1.004560582,0.067792432,2.280290891,93.69530383,0.291073739,50.87513867,72.12769795,4.0,0.0,4.0,6.0889999999999995,0.65,289,65.0,37.7,435.9,232.4,20.104,67.46,24.1,5.053306218,0.068976843,1,17.3,15.9,0.345963756,0.4,8.106,30.81474177,13.5,45986.0,10.71910719,3.3,38.88930246,10.33143449,46.95610227,10.59940485,382.1,7420.2,0,1803
13007,33,161,Georgia,Baker,0.0,20.32339335,3.74360485,3.980175465,12.80788177,17.11840459,4.8,26.6,5.824398725,13.16086499,60.0,250.0,27.43902439,0.0,0.0,59,28,77.77777778,44.42771084,43.2,5.813482969,34.6031746,0.0,0.0,81.87944826,10.8,10.52631579,87.48977923,41.5,77.45713181,481.89389810000006,0.0,0.0,12.87245741,432.3,17.1,30.54643714,0.0,0.0,37.56049167,10.0,0.0,2.621248785,2.086173364,100.0,20.29873737,20.79241274,0.0,0.0,0.0,0.0,67.79783394,13.76875552,3092,19.34023286,43.95213454,0.48512289799999997,1.099611902,0.064683053,6.047865459,47.50970246,0.590163934,50.54980595,100.0,0.698,0.698,0.0,1.321,0.698,84,69.8,35.9,402.7,314.6,23.666999999999998,43.76,15.0,43.24239574,0.087812263,0,22.1,17.1,0.0,0.0,6.526,161.70763259999998,24.8,39515.0,7.3810582479999995,4.7,54.445750100000005,0.0,48.12154696,5.677655678,1067.3,5207.0,0,1031
13101,13,358,Georgia,Echols,6576.402991,22.22698168,4.050308708999999,4.154532303,0.0,19.09455169,8.3,23.6,0.173525037,15.70854322,57.14285714,203.3,16.45123384,0.0,0.0,45,42,95.34883721,42.57777778,36.3,5.142611067,24.62077013,0.0,86.27064333,60.17752370000001,9.5,19.64912281,86.68266347,41.1,82.29238525,350.45472060000003,0.0,0.0,13.60440257,0.0,11.5,2.552523063,0.0,0.0,37.67610918,12.76391555,0.0,2.8172615860000003,2.874029011,91.42857143,29.90630592,5.9118906220000005,0.0,0.0,0.0,0.0,69.85246953,12.96023564,4000,26.65,4.775,3.025,0.525,0.25,30.1,61.475,3.125,48.325,100.0,0.0,0.698,0.698,1.5019999999999998,0.29,242,29.0,34.0,343.5,384.1,13.804,73.13,11.2,26.23935904,0.027296937,0,14.9,25.1,6.8633739579999995,0.5,4.086,125.0,21.6,40408.0,5.949820788999999,2.8,41.09842641,,47.80769231,6.54152446,325.0,8950.0,1,4000
13085,245,2696,Georgia,Dawson,8843.253412,13.54141296,3.115202413,3.5939784880000003,6.710310966000001,14.59763835,9.1,24.0,95.90237349,17.36206097,13.88888889,192.8,25.26225648,69.73215,43.8544,39,47,94.71544715,59.91801818,13.4,3.8359267939999997,18.83739513,11.48529472,97.08318951,108.0990489,10.0,14.31924883,80.73591141,53.4,76.79733470000001,393.06762630000003,69.78367062,0.0,11.04880368,118.9,8.4,0.227843717,30.10976378,20.67585729,31.95634442,10.96121417,0.0,3.147088422,3.1643204039999997,43.43003413,6.699551026,7.675014142999999,0.0,33.24250848,23.46335945,18.57142857,81.70129721,9.188930155,25083,20.67535781,0.7574851490000001,0.486385201,0.8731013040000001,0.063788223,4.847904956,91.96268389,0.6976227509999999,50.5641271,80.30900134,7.0,1.0,8.0,8.557,0.84,847,84.0,28.4,315.5,164.3,20.215999999999998,52.97,12.1,3.696408365,0.021386000000000002,0,14.8,15.9,0.677304557,0.2,7.178999999999999,19.93381972,8.8,69155.0,19.45791726,2.8,39.00386177,17.283298100000003,38.41020608,11.57457416,976.8,10748.3,0,1320
13217,646,7437,Georgia,Newton,8500.99488,18.30180246,3.5648008460000002,3.987160297,9.821899041,17.09154095,6.7,30.9,72.80757918,14.73248153,24.13793103,808.7,26.09942973,27.75773,18.258,43,45,86.98099930000001,56.99163332,22.4,4.547728295,38.30366937,6.939432632000001,396.4906763,71.19224529,11.5,16.71416358,81.62606591,47.9,76.74526221,421.48623530000003,58.90938506,7.440476191,12.46897888,362.0,16.1,11.10055283,12.63022999,18.16414696,41.05265401,5.862280762,8.958364648,3.0077663830000003,2.824791823,68.55064354,32.45977095,32.51204634,9.217626813999999,13.13549161,20.42093352,36.30252101,67.6978103,15.56633027,109541,25.93823317,45.54641641,0.461014597,1.182205749,0.107722223,5.932025452,45.26341735,0.802192727,52.77476014,31.24412253,31.0,2.0,33.0,35.823,0.86,2627,86.0,39.3,354.4,217.5,13.287,59.9,16.3,48.98823441,0.055467157999999996,1,15.3,16.0,1.321465626,0.5,9.035,4.564500963,11.2,58222.0,12.38811572,3.9,37.00807357,10.36660983,41.53029953,8.985643392,589.7,6789.2,1,1739
13147,115,1704,Georgia,Hart,6777.7445689999995,19.158611899999997,3.8159699089999997,4.084719985,9.128630705,17.57067175,7.6,25.9,73.84682505,14.16836699,43.33333333,310.1,34.77905074,34.89184,26.82095,41,49,95.12195122,50.49571501,23.6,4.873997642,32.95859097,12.01829883,347.00631830000003,67.77970816,10.6,16.07588617,86.47112555,28.2,78.174193,355.10150810000005,82.60290946,0.0,13.28710019,175.0,13.4,6.71018705,0.0,18.96041178,35.44186312,8.288770054,0.0,3.033735225,2.769880148,61.17185309999999,29.17612419,29.23888131,0.0,19.78993643,15.58154211,0.0,76.18524803,14.45808637,26099,20.96248898,18.88961263,0.21456760800000002,1.0766696040000001,0.03448408,3.8583853789999996,74.62738036,0.86651537,50.46170351,74.46555348,6.0,0.0,7.0,9.847999999999999,0.63,527,63.0,31.6,350.1,250.9,22.087,58.18,8.3,22.66006008,0.054325751,1,20.2,17.8,0.898293243,0.2,6.872999999999999,19.15782214,14.6,50647.0,10.03165066,3.5,46.09661882,10.11877913,50.32918323,12.48599654,440.6,6529.0,0,3262
13263,41,382,Georgia,Talbot,7419.354469,21.45239979,3.9090344810000004,4.103415999,11.40583554,17.95276215,6.2,32.2,13.43044428,11.7575781,36.36363636,448.1,28.80658436,32.00512,0.0,41,42,95.0,45.81320451,39.5,4.34288692,59.63302752,4.800768123,89.7812602,57.29017474,11.0,15.75091575,81.17408907,64.2,77.14779012,420.1123637,0.0,0.0,13.35821997,411.5,17.7,12.91128092,0.0,24.7792395,39.44925136,8.233117484,0.0,2.059305273,1.6957912069999999,100.0,16.58565586,16.55334358,0.0,0.0,0.0,0.0,78.63340564,13.03149606,6272,16.19897959,54.28890306,0.669642857,0.286989796,0.047831633,2.8061224489999996,40.89604592,0.392092795,52.13647959,93.88201020000001,1.0,0.0,1.0,2.801,0.41,166,41.0,19.6,443.2,457.5,25.456,55.47,21.3,58.88993415,0.08568368400000001,0,19.4,15.9,0.28922632,0.2,10.265999999999998,79.71938776,19.6,41045.0,6.53052542,4.5,47.69944341,0.0,42.82057845,8.88030888,653.7,6090.6,0,0
