year,month,day_endofweek,countyfips,initclaims_rate_regular
2020,2,29,6017,0.181
2020,2,29,6019,0.454
2020,2,29,6021,0.424
2020,2,29,6023,0.261
2020,2,29,6025,0.676
2020,2,29,6027,0.199
2020,2,29,6029,0.484
2020,2,29,6031,0.535
2020,2,29,6033,0.308
2020,2,29,6035,0.247
2020,2,29,6037,0.219
2020,2,29,6039,0.436
2020,2,29,6041,0.114
2020,2,29,6043,0.27
2020,2,29,6045,0.267
2020,2,29,6047,0.553
2020,2,29,6049,0.319
2020,2,29,6051,0.15
2020,2,29,6053,0.268
2020,2,29,6055,0.169
2020,2,29,6057,0.183
2020,2,29,6059,0.127
2020,2,29,6061,0.154
2020,2,29,6063,0.421
2020,2,29,6065,0.245
2020,2,29,6067,0.227
2020,2,29,6069,0.381
2020,2,29,6071,0.257
2020,2,29,6073,0.169
2020,2,29,6075,0.147
2020,2,29,6077,0.358
2020,2,29,6079,0.136
2020,2,29,6081,0.0988
2020,2,29,6083,0.175
2020,2,29,6085,0.121
2020,2,29,6087,0.246
2020,2,29,6089,0.388
2020,2,29,6091,0.372
2020,2,29,6093,0.393
2020,2,29,6095,0.249
2020,2,29,6097,0.16
2020,2,29,6099,0.417
2020,2,29,6101,0.569
2020,2,29,6103,0.365
2020,2,29,6105,0.382
2020,2,29,6107,0.513
2020,2,29,6109,0.317
2020,2,29,6111,0.203
2020,2,29,6113,0.215
2020,2,29,6115,0.453
2020,2,29,11001,0.109
2020,2,29,13001,0.178
2020,2,29,13003,0.247
2020,2,29,13005,0.0895
2020,2,29,13007,0.106
2020,2,29,13009,0.088
2020,2,29,13011,0.0822
2020,2,29,13013,0.0813
2020,2,29,13015,0.143
2020,2,29,13017,0.148
2020,2,29,13019,0.0859
2020,2,29,13021,0.138
2020,2,29,13023,0.196
2020,2,29,13025,0.0544
2020,2,29,13027,0.132
2020,2,29,13029,0.101
2020,2,29,13031,0.151
2020,2,29,13033,0.308
2020,2,29,13035,0.124
2020,2,29,13037,0.221
2020,2,29,13039,0.0473
2020,2,29,13043,0.089
2020,2,29,13045,0.136
2020,2,29,13047,0.0479
2020,2,29,13049,0.0413
2020,2,29,13051,0.0911
2020,2,29,13053,0.111
2020,2,29,13055,0.0887
2020,2,29,13057,0.0586
2020,2,29,13059,0.0832
2020,2,29,13061,0.309
2020,2,29,13063,0.162
2020,2,29,13065,0
2020,2,29,13067,0.0713
2020,2,29,13069,0.262
2020,2,29,13071,0.116
2020,2,29,13073,0.0569
2020,2,29,13075,0.0989
2020,2,29,13077,0.0719
2020,2,29,13079,0.115
2020,2,29,13081,0.408
2020,2,29,13083,0.0181
2020,2,29,13085,0.0782
2020,2,29,13087,0.092
2020,2,29,13089,0.0982
2020,2,29,13091,0.0942
2020,2,29,13093,0.37
2020,2,29,13095,0.171
2020,2,29,13097,0.103
2020,2,29,13099,0.0847
2020,2,29,13101,0.0129
2020,2,29,13103,0.0656
2020,2,29,13105,0.164
2020,2,29,13107,0.244
2020,2,29,13109,0.117
2020,2,29,13111,0.116
2020,2,29,13113,0.0537
2020,2,29,13115,0.211
2020,2,29,13117,0.0459
2020,2,29,13119,0.087
2020,2,29,13121,0.0982
2020,2,29,13123,0.133
2020,2,29,13125,0.155
2020,2,29,13127,0.0691
2020,2,29,13129,0.208
2020,2,29,13131,0.0425
2020,2,29,13133,0.144
2020,2,29,13135,0.073
2020,2,29,13137,0.218
2020,2,29,13139,0.0666
2020,2,29,13141,0.121
2020,2,29,13143,0.1
2020,2,29,13145,0.129
2020,2,29,13147,0.214
2020,2,29,13149,0.221
2020,2,29,13151,0.106
2020,2,29,13153,0.093
2020,2,29,13155,0.141
2020,2,29,13157,0.0764
2020,2,29,13159,0.125
2020,2,29,13161,0.135
2020,2,29,13163,0.195
2020,2,29,13165,0.259
2020,2,29,13167,0.147
2020,2,29,13169,0.083
2020,2,29,13171,0.267
2020,2,29,13173,0.0659
2020,2,29,13175,0.169
2020,2,29,13177,0.0923
2020,2,29,13179,0.0909
2020,2,29,13181,0.111
2020,2,29,13183,0.0941
2020,2,29,13185,0.104
2020,2,29,13187,0.0591
2020,2,29,13189,0.282
2020,2,29,13191,0.112
2020,2,29,13193,0.332
2020,2,29,13195,0.138
2020,2,29,13197,0.135
2020,2,29,13199,0.225
2020,2,29,13201,0.0629
2020,2,29,13205,0.12
2020,2,29,13207,0.124
2020,2,29,13209,0.188
2020,2,29,13211,0.0722
2020,2,29,13213,0.371
2020,2,29,13215,0.12
2020,2,29,13217,0.148
2020,2,29,13219,0.0342
2020,2,29,13221,0.0463
2020,2,29,13223,0.0727
2020,2,29,13225,0.0961
2020,2,29,13227,0.0776
2020,2,29,13229,0.0483
2020,2,29,13231,0.0916
2020,2,29,13233,0.213
2020,2,29,13235,0.226
2020,2,29,13237,0.0724
2020,2,29,13239,0
2020,2,29,13241,0.0932
2020,2,29,13243,0.215
2020,2,29,13245,0.187
2020,2,29,13247,0.155
2020,2,29,13249,0.0786
2020,2,29,13251,0.175
2020,2,29,13253,0.0488
2020,2,29,13255,0.211
2020,2,29,13257,0.109
2020,2,29,13259,0.155
2020,2,29,13261,0.206
2020,2,29,13263,0.175
2020,2,29,13265,0.174
2020,2,29,13267,0.0749
2020,2,29,13269,0.185
2020,2,29,13271,0.216
2020,2,29,13273,0.26
2020,2,29,13275,0.078
2020,2,29,13277,0.0838
2020,2,29,13279,0.165
2020,2,29,13281,0.0571
2020,2,29,13283,0.206
2020,2,29,13285,0.101
2020,2,29,13287,0.181
2020,2,29,13289,0.249
2020,2,29,13291,0.0889
2020,2,29,13293,0.262
2020,2,29,13295,0.0725
2020,2,29,13297,0.0666
2020,2,29,13299,0.0937
2020,2,29,13301,0.193
2020,2,29,13303,0.123
2020,2,29,13305,0.149
2020,2,29,13307,0.0736
2020,2,29,13309,0.215
2020,2,29,13311,0.129
2020,2,29,13313,0.234
2020,2,29,13315,0.156
2020,2,29,13317,0.116
2020,2,29,13319,0.131
2020,2,29,13321,0.105
2020,2,29,15001,0.181
2020,2,29,15003,0.158
2020,2,29,15007,0.131
2020,2,29,15009,0.13
2020,2,29,16001,0.0515
2020,2,29,16003,0.407
2020,2,29,16005,0.0538
2020,2,29,16009,0.243
2020,2,29,16011,0.0546
2020,2,29,16013,0.122
2020,2,29,16017,0.189
2020,2,29,16019,0.0351
2020,2,29,16021,0.26
2020,2,29,16027,0.0374
2020,2,29,16035,0.207
2020,2,29,16045,0.0843
2020,2,29,16047,0.073
2020,2,29,16049,0.168
2020,2,29,16053,0.041
2020,2,29,16055,0.0936
2020,2,29,16057,0.136
2020,2,29,16065,0.0228
2020,2,29,16067,0.0612
2020,2,29,16069,0.095
2020,2,29,16079,0.0972
2020,2,29,16083,0.101
2020,2,29,17001,0.069
2020,2,29,17003,0.159
2020,2,29,17005,0.181
2020,2,29,17007,0.868
2020,2,29,17009,0.0388
2020,2,29,17011,0.143
2020,2,29,17013,0.209
2020,2,29,17015,0.143
2020,2,29,17017,0.0948
2020,2,29,17019,0.079
2020,2,29,17021,0.169
2020,2,29,17023,0.187
2020,2,29,17025,0.221
2020,2,29,17027,0.152
2020,2,29,17029,0.0828
2020,2,29,17031,0.117
2020,2,29,17033,0.112
2020,2,29,17035,0.209
2020,2,29,17037,0.203
2020,2,29,17039,0.146
2020,2,29,17041,0.0725
2020,2,29,17043,0.0835
2020,2,29,17045,0.101
2020,2,29,17047,0.12
2020,2,29,17049,0.176
2020,2,29,17051,0.192
2020,2,29,17053,0.0752
2020,2,29,17055,0.145
2020,2,29,17057,0.35
2020,2,29,17059,0.128
2020,2,29,17061,0.131
2020,2,29,17063,0.245
2020,2,29,17065,0.0836
2020,2,29,17067,0.148
2020,2,29,17069,0.141
2020,2,29,17071,0.0895
2020,2,29,17073,0.12
2020,2,29,17075,0.108
2020,2,29,17077,0.0919
2020,2,29,17079,0.194
2020,2,29,17081,0.129
2020,2,29,17083,0.116
2020,2,29,17085,0.0727
2020,2,29,17087,0.196
2020,2,29,17089,0.108
2020,2,29,17091,0.158
2020,2,29,17093,0.129
2020,2,29,17095,0.167
2020,2,29,17097,0.0904
2020,2,29,17099,0.197
2020,2,29,17101,0.118
2020,2,29,17103,0.155
2020,2,29,17105,0.124
2020,2,29,17107,0.109
2020,2,29,17109,0.406
2020,2,29,17111,0.128
2020,2,29,17113,0.0815
2020,2,29,17115,0.151
2020,2,29,17117,0.159
2020,2,29,17119,0.126
2020,2,29,17121,0.16
2020,2,29,17123,0.217
2020,2,29,17125,0.205
2020,2,29,17127,0.074
2020,2,29,17129,0.121
2020,2,29,17131,0.154
2020,2,29,17133,0.0922
2020,2,29,17135,0.183
2020,2,29,17137,0.0982
2020,2,29,17139,0.0426
2020,2,29,17141,0.324
2020,2,29,17143,0.2
2020,2,29,17145,0.144
2020,2,29,17147,0.0835
2020,2,29,17149,0.0758
2020,2,29,17151,0.178
2020,2,29,17153,0.14
2020,2,29,17155,0.258
2020,2,29,17157,0.133
2020,2,29,17159,0.121
2020,2,29,17161,0.104
2020,2,29,17163,0.126
2020,2,29,17165,0.129
2020,2,29,17167,0.0949
2020,2,29,17169,0.113
2020,2,29,17171,0.0735
2020,2,29,17173,0.15
2020,2,29,17175,0.227
2020,2,29,17177,0.182
2020,2,29,17179,0.188
2020,2,29,17181,0.149
2020,2,29,17183,0.134
2020,2,29,17185,0.111
2020,2,29,17187,0.0706
2020,2,29,17189,0.0816
2020,2,29,17191,0.169
2020,2,29,17193,0.105
2020,2,29,17195,0.111
2020,2,29,17197,0.153
2020,2,29,17199,0.123
2020,2,29,17201,0.608
2020,2,29,17203,0.127
2020,2,29,18001,0.0637
2020,2,29,18003,0.084
2020,2,29,18005,0.0311
2020,2,29,18011,0.0384
2020,2,29,18017,0.0667
2020,2,29,18019,0.0501
2020,2,29,18021,0.099
2020,2,29,18029,0.0424
2020,2,29,18033,0.0967
2020,2,29,18035,0.0686
2020,2,29,18039,0.062
2020,2,29,18043,0.0311
2020,2,29,18053,0.0723
2020,2,29,18055,0.0801
2020,2,29,18057,0.0357
2020,2,29,18059,0.0568
2020,2,29,18061,0.0491
2020,2,29,18063,0.0277
2020,2,29,18065,0.0632
2020,2,29,18067,0.0921
2020,2,29,18069,0.0545
2020,2,29,18073,0.0974
2020,2,29,18081,0.0372
2020,2,29,18085,0.0353
2020,2,29,18089,0.0938
2020,2,29,18091,0.0874
2020,2,29,18095,0.0706
2020,2,29,18097,0.0657
2020,2,29,18099,0.0473
2020,2,29,18103,0.0902
2020,2,29,18105,0.0227
2020,2,29,18109,0.0821
2020,2,29,18113,0.122
2020,2,29,18127,0.108
2020,2,29,18141,0.0784
2020,2,29,18145,0.073
2020,2,29,18149,0.141
2020,2,29,18151,0.0962
2020,2,29,18157,0.0535
2020,2,29,18163,0.078
2020,2,29,18167,0.0722
2020,2,29,18173,0.0392
2020,2,29,18175,0.0726
2020,2,29,18177,0.0324
2020,2,29,18183,0.0671
2020,2,29,19001,0.187
2020,2,29,19003,0.0453
2020,2,29,19005,0.0801
2020,2,29,19007,0.132
2020,2,29,19009,0.0315
2020,2,29,19011,0.0946
2020,2,29,19013,0.159
2020,2,29,19015,0.033
2020,2,29,19017,0.113
2020,2,29,19019,0.139
2020,2,29,19021,0.134
2020,2,29,19023,0.15
2020,2,29,19025,0.0232
2020,2,29,19027,0.054
2020,2,29,19029,0.143
2020,2,29,19031,0.0636
2020,2,29,19033,0.176
2020,2,29,19035,0.208
2020,2,29,19037,0.227
2020,2,29,19039,0.142
2020,2,29,19041,0.116
2020,2,29,19043,0.175
2020,2,29,19045,0.164
2020,2,29,19047,0.121
2020,2,29,19049,0.0754
2020,2,29,19051,0.0704
2020,2,29,19053,0.0449
2020,2,29,19055,0.196
2020,2,29,19057,0.689
2020,2,29,19059,0.0684
2020,2,29,19061,0.132
2020,2,29,19063,0.113
2020,2,29,19065,0.093
2020,2,29,19067,0.535
2020,2,29,19069,0.121
2020,2,29,19071,0.134
2020,2,29,19073,0.0182
2020,2,29,19075,0.0906
2020,2,29,19077,0.123
2020,2,29,19079,0.228
2020,2,29,19081,0.584
2020,2,29,19083,0.0975
2020,2,29,19085,0.0134
2020,2,29,19087,0.131
2020,2,29,19089,0.0571
2020,2,29,19091,0.0385
2020,2,29,19093,0.0716
2020,2,29,19095,0.0561
2020,2,29,19097,0.152
2020,2,29,19099,0.0947
2020,2,29,19101,0.117
2020,2,29,19103,0.0524
2020,2,29,19105,0.129
2020,2,29,19107,0.151
2020,2,29,19109,0.187
2020,2,29,19111,0.239
2020,2,29,19113,0.142
2020,2,29,19115,0.277
2020,2,29,19117,0.0638
2020,2,29,19119,0.014
2020,2,29,19121,0.138
2020,2,29,19123,0.0831
2020,2,29,19125,0.0484
2020,2,29,19127,0.17
2020,2,29,19129,0.0266
2020,2,29,19131,0.0719
2020,2,29,19133,0.155
2020,2,29,19135,0.0245
2020,2,29,19137,0.158
2020,2,29,19139,0.212
2020,2,29,19141,0.0239
2020,2,29,19143,0.0279
2020,2,29,19145,0.309
2020,2,29,19147,0.0824
2020,2,29,19149,0.0665
2020,2,29,19151,0.0218
2020,2,29,19153,0.103
2020,2,29,19155,0.0751
2020,2,29,19157,0.0854
2020,2,29,19159,0.0796
2020,2,29,19161,0.0186
2020,2,29,19163,0.136
2020,2,29,19165,0.0588
2020,2,29,19167,0.00469
2020,2,29,19169,0.0338
2020,2,29,19171,0.114
2020,2,29,19173,0.0924
2020,2,29,19175,0.173
2020,2,29,19177,0.0808
2020,2,29,19179,0.116
2020,2,29,19181,0.0903
2020,2,29,19183,0.0983
2020,2,29,19185,0.14
2020,2,29,19187,0.111
2020,2,29,19189,1.15
2020,2,29,19191,0.0825
2020,2,29,19193,0.092
2020,2,29,19195,0.422
2020,2,29,19197,0.0993
2020,2,29,21001,0.137
2020,2,29,21003,0.0866
2020,2,29,21005,0.0965
2020,2,29,21007,0.163
2020,2,29,21009,0.156
2020,2,29,21011,0.192
2020,2,29,21013,0.146
2020,2,29,21015,0.0544
2020,2,29,21017,0.0735
2020,2,29,21019,0.0937
2020,2,29,21021,0.101
2020,2,29,21023,0.0994
2020,2,29,21025,0.225
2020,2,29,21027,0.19
2020,2,29,21029,0.096
2020,2,29,21031,0.132
2020,2,29,21033,0.275
2020,2,29,21035,0.124
2020,2,29,21037,0.0494
2020,2,29,21039,0.0759
2020,2,29,21041,0.147
2020,2,29,21043,0.197
2020,2,29,21045,0.101
2020,2,29,21047,0.149
2020,2,29,21049,0.134
2020,2,29,21051,0.163
2020,2,29,21053,0.116
2020,2,29,21055,0.161
2020,2,29,21057,0.326
2020,2,29,21059,0.1
2020,2,29,21061,0.175
2020,2,29,21063,0.218
2020,2,29,21065,0.138
2020,2,29,21067,0.0597
2020,2,29,21069,0.147
2020,2,29,21071,0.175
2020,2,29,21073,0.0862
2020,2,29,21075,0.0825
2020,2,29,21077,0.103
2020,2,29,21079,0.121
2020,2,29,21081,0.0845
2020,2,29,21083,0.114
2020,2,29,21085,0.217
2020,2,29,21087,0.128
2020,2,29,21089,0.128
2020,2,29,21091,0.0584
2020,2,29,21093,0.122
2020,2,29,21095,0.202
2020,2,29,21097,0.0816
2020,2,29,21099,0.128
2020,2,29,21101,0.0815
2020,2,29,21103,0.0718
2020,2,29,21105,0.0955
2020,2,29,21107,0.208
2020,2,29,21109,0.18
2020,2,29,21111,0.0995
2020,2,29,21113,0.0772
2020,2,29,21115,0.182
2020,2,29,21117,0.0528
2020,2,29,21119,0.127
2020,2,29,21121,0.139
2020,2,29,21123,0.113
2020,2,29,21125,0.133
2020,2,29,21127,0.196
2020,2,29,21129,0.134
2020,2,29,21131,0.102
2020,2,29,21133,0.147
2020,2,29,21135,0.196
2020,2,29,21137,0.168
2020,2,29,21139,0.162
2020,2,29,21141,0.0504
2020,2,29,21143,0.15
2020,2,29,21145,0.138
2020,2,29,21147,0.131
2020,2,29,21149,0.135
2020,2,29,21151,0.103
2020,2,29,21153,0.771
2020,2,29,21155,0.107
2020,2,29,21157,0.17
2020,2,29,21159,0.314
2020,2,29,21161,0.146
2020,2,29,21163,0.115
2020,2,29,21165,0.274
2020,2,29,21167,0.112
2020,2,29,21169,0.253
2020,2,29,21171,0.451
2020,2,29,21173,0.154
2020,2,29,21175,0.291
2020,2,29,21177,0.235
2020,2,29,21179,0.142
2020,2,29,21181,0.0901
2020,2,29,21183,0.171
2020,2,29,21185,0.0361
2020,2,29,21187,0.103
2020,2,29,21189,0.243
2020,2,29,21191,0.109
2020,2,29,21193,0.161
2020,2,29,21195,0.132
2020,2,29,21197,0.181
2020,2,29,21199,0.174
2020,2,29,21201,0.181
2020,2,29,21203,0.221
2020,2,29,21205,0.134
2020,2,29,21207,0.143
2020,2,29,21209,0.071
2020,2,29,21211,0.0661
2020,2,29,21213,0.0712
2020,2,29,21215,0.0723
2020,2,29,21217,0.0881
2020,2,29,21219,0.0428
2020,2,29,21221,0.218
2020,2,29,21223,0.0761
2020,2,29,21225,0.104
2020,2,29,21227,0.113
2020,2,29,21229,0.105
2020,2,29,21231,0.119
2020,2,29,21233,0.136
2020,2,29,21235,0.071
2020,2,29,21237,0.259
2020,2,29,21239,0.0468
2020,2,29,29001,0.0387
2020,2,29,29003,0.0307
2020,2,29,29005,0
2020,2,29,29007,0.0654
2020,2,29,29009,0.0706
2020,2,29,29011,0.135
2020,2,29,29013,0.0632
2020,2,29,29015,0.153
2020,2,29,29017,0.0365
2020,2,29,29019,0.0407
2020,2,29,29021,0.0515
2020,2,29,29023,0.0834
2020,2,29,29025,0.0687
2020,2,29,29027,0.0608
2020,2,29,29029,0.101
2020,2,29,29031,0.0734
2020,2,29,29033,0.0624
2020,2,29,29035,0.0393
2020,2,29,29037,0.0674
2020,2,29,29039,0.0347
2020,2,29,29041,0.0805
2020,2,29,29043,0.0533
2020,2,29,29045,0.0312
2020,2,29,29047,0.049
2020,2,29,29049,0.0652
2020,2,29,29051,0.0563
2020,2,29,29053,0.12
2020,2,29,29055,0.0364
2020,2,29,29057,0.113
2020,2,29,29059,0.0282
2020,2,29,29061,0.0244
2020,2,29,29063,0.0413
2020,2,29,29065,0.0319
2020,2,29,29067,0.215
2020,2,29,29069,0.0948
2020,2,29,29071,0.101
2020,2,29,29073,0.0517
2020,2,29,29075,0.0283
2020,2,29,29077,0.0475
2020,2,29,29079,0.0455
2020,2,29,29081,0
2020,2,29,29083,0.072
2020,2,29,29085,0.0781
2020,2,29,29087,0
2020,2,29,29089,0.102
2020,2,29,29091,0.139
2020,2,29,29093,0.17
2020,2,29,29095,0.0787
2020,2,29,29097,0.0611
2020,2,29,29099,0.107
2020,2,29,29101,0.0433
2020,2,29,29103,0
2020,2,29,29105,0.132
2020,2,29,29107,0.0534
2020,2,29,29109,0.05
2020,2,29,29111,0.06
2020,2,29,29113,0.13
2020,2,29,29115,0.039
2020,2,29,29117,0.0408
2020,2,29,29119,0.0187
2020,2,29,29121,0.119
2020,2,29,29123,0.0912
2020,2,29,29125,0.103
2020,2,29,29127,0.172
2020,2,29,29129,0.0537
2020,2,29,29131,0.106
2020,2,29,29133,0.0863
2020,2,29,29135,0.0684
2020,2,29,29137,0.0517
2020,2,29,29139,0.122
2020,2,29,29141,0.0738
2020,2,29,29143,0.121
2020,2,29,29145,0.0256
2020,2,29,29147,0.0278
2020,2,29,29149,0.1
2020,2,29,29151,0.0985
2020,2,29,29153,0.117
2020,2,29,29155,0.0471
2020,2,29,29157,0.0795
2020,2,29,29159,0.0668
2020,2,29,29161,0.0908
2020,2,29,29163,0.0667
2020,2,29,29165,0.0459
2020,2,29,29167,0.0274
2020,2,29,29169,0.0476
2020,2,29,29171,0
2020,2,29,29173,0.0706
2020,2,29,29175,0.0867
2020,2,29,29177,0.0544
2020,2,29,29179,0.0657
2020,2,29,29181,0.0794
2020,2,29,29183,0.0625
2020,2,29,29185,0
2020,2,29,29186,0.0761
2020,2,29,29187,0.124
2020,2,29,29189,0.0698
2020,2,29,29195,0.0471
2020,2,29,29197,0.0513
2020,2,29,29199,0
2020,2,29,29201,0.06
2020,2,29,29203,0.124
2020,2,29,29205,0.0653
2020,2,29,29207,0.115
2020,2,29,29209,0.195
2020,2,29,29211,0.0745
2020,2,29,29213,0.221
2020,2,29,29215,0.0777
2020,2,29,29217,0.0634
2020,2,29,29219,0.0946
2020,2,29,29221,0.156
2020,2,29,29223,0.132
2020,2,29,29225,0.0693
2020,2,29,29227,0
2020,2,29,29229,0.0934
2020,2,29,29510,0.0973
2020,2,29,32001,0.0814
2020,2,29,32003,0.189
2020,2,29,32005,0.0905
2020,2,29,32007,0.0694
2020,2,29,32009,0.23
2020,2,29,32011,0.0913
2020,2,29,32013,0.0848
2020,2,29,32015,0.124
2020,2,29,32017,0.0947
2020,2,29,32019,0.231
2020,2,29,32021,0.0985
2020,2,29,32023,0.133
2020,2,29,32027,0
2020,2,29,32029,0.196
2020,2,29,32031,0.116
2020,2,29,32033,0.0431
2020,2,29,32510,0.156
2020,2,29,36001,0.557
2020,2,29,36003,1.07
2020,2,29,36005,1.06
2020,2,29,36007,1
2020,2,29,36009,1.48
2020,2,29,36011,1.05
2020,2,29,36013,1.23
2020,2,29,36015,0.954
2020,2,29,36017,1.32
2020,2,29,36019,1.5
2020,2,29,36021,0.67
2020,2,29,36023,1.28
2020,2,29,36025,1.09
2020,2,29,36027,0.58
2020,2,29,36029,0.994
2020,2,29,36031,1.23
2020,2,29,36033,1.28
2020,2,29,36035,1.11
2020,2,29,36037,1.12
2020,2,29,36039,1.03
2020,2,29,36041,1.89
2020,2,29,36043,1.5
2020,2,29,36045,1.62
2020,2,29,36047,0.743
2020,2,29,36049,1.79
2020,2,29,36051,1.09
2020,2,29,36053,1.15
2020,2,29,36055,0.833
2020,2,29,36057,1.69
2020,2,29,36059,0.602
2020,2,29,36061,0.591
2020,2,29,36063,1.44
2020,2,29,36065,0.909
2020,2,29,36067,0.777
2020,2,29,36069,0.906
2020,2,29,36071,0.632
2020,2,29,36073,1.19
2020,2,29,36075,1.5
2020,2,29,36077,1.19
2020,2,29,36079,0.571
2020,2,29,36081,0.598
2020,2,29,36083,0.773
2020,2,29,36085,0.695
2020,2,29,36087,0.511
2020,2,29,36089,1.25
2020,2,29,36091,0.632
2020,2,29,36093,0.824
2020,2,29,36095,1.43
2020,2,29,36097,1.55
2020,2,29,36099,1.04
2020,2,29,36101,1.08
2020,2,29,36103,0.87
2020,2,29,36105,0.912
2020,2,29,36107,1.1
2020,2,29,36109,0.423
2020,2,29,36111,0.715
2020,2,29,36113,1.33
2020,2,29,36115,1.05
2020,2,29,36117,1.14
2020,2,29,36119,0.612
2020,2,29,36121,1.61
2020,2,29,36123,1.06
2020,2,29,39001,0.224
2020,2,29,39003,0.165
2020,2,29,39005,0.101
2020,2,29,39007,0.182
2020,2,29,39009,0.0758
2020,2,29,39011,0.06
2020,2,29,39013,0.149
2020,2,29,39015,0.153
2020,2,29,39017,0.0784
2020,2,29,39019,0.409
2020,2,29,39021,0.0449
2020,2,29,39023,0.0949
2020,2,29,39025,0.0768
2020,2,29,39027,0.107
2020,2,29,39029,0.15
2020,2,29,39031,0.257
2020,2,29,39033,0.154
2020,2,29,39035,0.0989
2020,2,29,39037,0.0775
2020,2,29,39039,0.094
2020,2,29,39041,0.0362
2020,2,29,39043,0.145
2020,2,29,39045,0.0525
2020,2,29,39047,0.0361
2020,2,29,39049,0.0595
2020,2,29,39051,0.33
2020,2,29,39053,0.115
2020,2,29,39055,0.0568
2020,2,29,39057,0.0577
2020,2,29,39059,0.172
2020,2,29,39061,0.0695
2020,2,29,39063,0.162
2020,2,29,39065,0.0869
2020,2,29,39067,0.221
2020,2,29,39069,0.151
2020,2,29,39071,0.106
2020,2,29,39073,0.107
2020,2,29,39075,0.0192
2020,2,29,39077,0.157
2020,2,29,39079,0.134
2020,2,29,39081,0.148
2020,2,29,39083,0.111
2020,2,29,39085,0.0868
2020,2,29,39087,0.0505
2020,2,29,39089,0.0994
2020,2,29,39091,0.0569
2020,2,29,39093,0.118
2020,2,29,39095,1.26
2020,2,29,39097,0.0336
2020,2,29,39099,0.123
2020,2,29,39101,0.0984
2020,2,29,39103,0.102
2020,2,29,39105,0.42
2020,2,29,39107,0.0684
2020,2,29,39109,0.061
2020,2,29,39111,0.281
2020,2,29,39113,0.0851
2020,2,29,39115,0.268
2020,2,29,39117,0.143
2020,2,29,39119,0.169
2020,2,29,39121,0.234
2020,2,29,39123,0.366
2020,2,29,39125,0.116
2020,2,29,39127,0.145
2020,2,29,39129,0.0416
2020,2,29,39131,0.111
2020,2,29,39133,0.0962
2020,2,29,39135,0.0757
2020,2,29,39137,0.085
2020,2,29,39139,0.0938
2020,2,29,39141,0.0651
2020,2,29,39143,0.19
2020,2,29,39145,0.184
2020,2,29,39147,0.388
2020,2,29,39149,0.0744
2020,2,29,39151,0.305
2020,2,29,39153,0.115
2020,2,29,39155,0.151
2020,2,29,39157,0.252
2020,2,29,39159,0.0587
2020,2,29,39161,0.0731
2020,2,29,39163,0.108
2020,2,29,39165,0.0503
2020,2,29,39167,0.135
2020,2,29,39169,0.0548
2020,2,29,39171,0.0684
2020,2,29,39173,0.392
2020,2,29,39175,0.771
2020,2,29,42001,0.153
2020,2,29,42003,0.169
2020,2,29,42005,0.389
2020,2,29,42007,0.261
2020,2,29,42009,0.426
2020,2,29,42011,0.205
2020,2,29,42013,0.23
2020,2,29,42015,0.189
2020,2,29,42017,0.121
2020,2,29,42019,0.215
2020,2,29,42021,0.291
2020,2,29,42023,0.328
2020,2,29,42025,0.262
2020,2,29,42027,0.128
2020,2,29,42029,0.0806
2020,2,29,42031,0.294
2020,2,29,42033,0.4
2020,2,29,42035,0.287
2020,2,29,42037,0.279
2020,2,29,42039,0.248
2020,2,29,42041,0.119
2020,2,29,42043,0.164
2020,2,29,42045,0.124
2020,2,29,42047,0.335
2020,2,29,42049,0.243
2020,2,29,42051,0.351
2020,2,29,42053,0.252
2020,2,29,42055,0.22
2020,2,29,42057,0.723
2020,2,29,42059,0.289
2020,2,29,42061,0.468
2020,2,29,42063,0.304
2020,2,29,42065,0.344
2020,2,29,42067,0.272
2020,2,29,42069,0.228
2020,2,29,42071,0.15
2020,2,29,42073,0.286
2020,2,29,42075,0.224
2020,2,29,42077,0.203
2020,2,29,42079,0.293
2020,2,29,42081,0.325
2020,2,29,42083,0.303
2020,2,29,42085,0.232
2020,2,29,42087,0.336
2020,2,29,42089,0.159
2020,2,29,42091,0.107
2020,2,29,42093,0.125
2020,2,29,42095,0.158
2020,2,29,42097,0.323
2020,2,29,42099,0.186
2020,2,29,42101,0.183
2020,2,29,42103,0.126
2020,2,29,42105,0.317
2020,2,29,42107,0.299
2020,2,29,42109,0.272
2020,2,29,42111,0.319
2020,2,29,42113,0.342
2020,2,29,42115,0.211
2020,2,29,42117,0.513
2020,2,29,42119,0.218
2020,2,29,42121,0.295
2020,2,29,42123,0.265
2020,2,29,42125,0.217
2020,2,29,42127,0.244
2020,2,29,42129,0.244
2020,2,29,42131,0.302
2020,2,29,42133,0.175
2020,2,29,53001,0.375
2020,2,29,53003,0.0481
2020,2,29,53005,0.172
2020,2,29,53007,0.16
2020,2,29,53009,0.197
2020,2,29,53011,0.133
2020,2,29,53013,0.216
2020,2,29,53015,0.259
2020,2,29,53017,0.182
2020,2,29,53019,0.08
2020,2,29,53021,0.146
2020,2,29,53023,0
2020,2,29,53025,0.387
2020,2,29,53027,0.365
2020,2,29,53029,0.116
2020,2,29,53031,0.1
2020,2,29,53033,0.108
2020,2,29,53035,0.1
2020,2,29,53037,0.229
2020,2,29,53039,0.165
2020,2,29,53041,0.223
2020,2,29,53043,0.159
2020,2,29,53045,0.225
2020,2,29,53047,0.216
2020,2,29,53049,0.337
2020,2,29,53051,0.236
